question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where does the story take place?,explicit,Baghdad,,,,Baghdad,,
2,local,1,character,,Who does Cassim marry after the death of their father?,explicit,a wealthy woman,,,,a wealthy woman,,
3,local,2,setting,,Where is the treasure stored?,explicit,a cave,,,,a cave,,
4,local,2,action,,What does Ali Baba do when the thieves are gone?,explicit,"enters the cave himself, and takes some of the treasure home",,,,"enters the cave himself, and takes some of the treasure home",,
5,local,3,feeling,,How does Ali Baba's sister-in-law feel when she finds a gold coin sticking to the scales?,explicit,shock,,,,shocked,,
6,local,3,causal relationship,,Why does Ali Baba tell his brother about the cave?,explicit,"Under pressure from his brother, Ali Baba is forced to reveal the secret of the cave.",,,,"Under pressure from his brother, Ali Baba is forced to reveal the secret of the cave.",,
7,local,3,causal relationship,,Why does Cassim forget the magic words to seal the cave?,explicit,his greed and excitement over the treasures,,,,In his greed and excitement over the treasures forgets the magic words to get back out again.,,
8,local,3,action,,What does Ali Baba do when his brother does not come back?,explicit,goes to the cave to look for him,,,,goes to the cave to look for him,,
9,local,4,action,,What task does Ali Baba entrust to Morgiana?,explicit,making others believe that Cassim has died a natural death,,,,making others believe that Cassim has died a natural death,,
10,local,4,character,,Who is Baba Mustafa?,explicit,an old tailor,,,,an old tailor,,
11,local,5,causal relationship,,How do the thieves know another person knows their secret?,explicit,The thieves found the body gone,,,,finding the body gone,,
12,local,5,outcome resolution,action,How does Morgiana foil the thief's plan?,explicit,marking all the houses in the neighborhood with a similar marking,,,,marking all the houses in the neighborhood with a similar marking,,
13,local,7,action,,What does the chief of thieves pretend to be?,explicit,an oil merchant.,,,,an oil merchant in need of Ali Baba's hospitality,,
14,local,2,action,,How does Ali Baba learn of the cave of treasures?,explicit,He happens to overhear a group of forty thieves visiting their treasure store.,,,,happens to overhear a group of forty thieves,,
15,summary,"1,3",character,,How are Ali Baba and Cassim different?,implicit,Cassim marries a wealthy woman and Ali Baba marries a poor woman.,Cassim works as a merchant and Ali Baba works as a woodcutter.,Cassim is greedy and Ali Baba is not greedy.,,"Cassim marries a wealthy woman, but Ali Baba marries a poor woman.",,
16,summary,"5,6,7,8",action,,How does Morgiana help Ali Baba?,explicit,foils the thieves' plan,kills the thieves',,,She foils the thieves' plans.,,
17,local,8,action,,What does Ali Baba give Morgiana?,explicit,her freedom and marries her to his son,,,,her freedom,,
