question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did the man and his wife and two girls live?,explicit,near a forest,,,explicit,near a forest,,
2,local,1,character,,How did the man's daughter look?,explicit,beautiful,,,explicit,beautiful,,
3,local,2,action,,What did the man realize when he got home?,explicit,He left his axe behind.,,,explicit,left his axe behind him,,
4,local,2,setting,,Where did the man leave his axe?,explicit,in the forest,,,explicit,the forest,,
5,local,2,causal relationship,,Why did the man want the wife's daughter to fetch the axe?,explicit,His daughter worked hard all day and was wet and weary.,,,explicit,His daughter had worked hard all day and was both wet and weary.,,
6,local,3,causal relationship,,Why did the wife not want her daughter to fetch the axe?,explicit,Her daughter would be sure to catch a bad cold.,,,explicit,Her daughter would be sure to catch a bad cold.,His daughter was wet already.,
7,local,4,feeling,,How did the man's daughter feel about seeing the three little doves?,explicit,surprised,,,explicit,surprised,,
8,local,5,action,,What did the man's daughter give the little doves?,explicit,bread,,,explicit,bread,,
9,local,6,action,,What did the little birds give the man's daughter to show their gratitude?,explicit,a wreath of flowers,,,explicit,a wreath of flowers,,
10,local,6,feeling,,How did the stepmother and her daughter feel when they saw the man's daughter return?,explicit,envious,,,explicit,envious,,
11,local,7,outcome resolution,,What happened to the roses when the wife put the wreath on her daughter's head?,explicit,withered and browned,,,explicit,"The roses became withered and brown, and the birds flew out of the window.",,
12,local,8,feeling,,How did the wife's daughter feel about getting the axe?,implicit,annoyed,upset,irritated,implicit,upset,,
13,local,10,causal relationship,,What increased the wife's and wife's daughter's fury?,explicit,the sight of the girl's wreath,,,explicit,her wreath,,
14,local,11,action,,What did the prince do when he heard some strange birds singing?,explicit,tied his horse to a tree and followed where the sound led him,,,explicit,"tied his horse to a tree, followed where the sound led him, saw before him a beautiful girl chopping wood",,
15,local,12,causal relationship,,Why did the old king feel disapointed at his son's choice of a wife?,explicit,He wished him to marry a neighboring princess.,,,explicit,He wished him to marry a neighbouring princess.,,
16,local,14,character,,Who did the wife plan to ask for help?,explicit,an old witch,,,explicit,an old witch,,
17,local,16,feeling,,How did the princess feel in her new home?,explicit,happy,,,explicit,too happy,,
18,local,16,action,,What did the woman do to the princess at the shore?,explicit,"stole softly behind the girl and pushed her off the rock on which she was standing, into the deep water",,,explicit,stole softly behind the girl and pushed her off the rock daughter,,
19,summary,"14, 17",causal relationship,,Why did the mother tell her daughter not to speak?,explicit,The daughter could only say 'dirty creatures'.,,,explicit,The daughter could only say 'dirty creatures.',,
20,local,19,action,,What did the physicians do after the princess shrieked at them?,explicit,left the room at once,,,explicit,left the room at once,,
21,summary,"22,23,24",causal relationship,,Why did the witch's ointment not work?,implicit,The rightful bride had not really been drowned in the sea.,The rightful bride was still alive.,The princess had not really died.,implicit,The rightful bride was not drowned in the sea.,,
22,local,4,character,,How did the three little doves look when the man's daughter saw them on the axe?,explicit,very sad,,,explicit,very sad,,
23,summary,"3,6,9,10,13,15,16",action,,How did the wife and wife's daughter treat the man's daughter?,implicit,badly,terribly,poorly,implicit,terribly,,
24,local,22,action,outcome resolution,How did the prince break the curse on the princess?,explicit,cut off the snake's head,,,explicit,cut off the snake's head,,
