question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who took unparalleled goodness and sweetness of temper from her mother?,explicit,a young daughter,,,explicit,the gentleman's young daughter,,
2,local,4,feeling,,How did the young misses feel after being invited to the ball?,explicit,delighted,,,explicit,delighted,excited,happy
3,local,4,character,,Who gave a ball and invited all persons of fashion to it?,explicit,the King's son,,,explicit,the King's son,,
4,local,1,character,,Who was the proudest and most haughty woman that was ever seen?,explicit,his second wife,,,explicit,the gentleman's second wife,,
5,local,8,character,,Who saw Cinderella all in tears?,explicit,her godmother,,,explicit,Cinderella's godmother,,
6,local,9,action,,What did the godmother do after Cinderella brought a pumpkin to her?,explicit,"scooped out all the inside of it, having left nothing but the rind; which done, she struck it with her wand, and the pumpkin was instantly turned into a fine coach, gilded all over with gold",,,explicit,scooped out all the inside of it,turned it into a fine coach,
7,local,10,causal relationship,,Why did the godmother need a rat in the rat-trap?,explicit,made a coachman out of him,,,explicit,to make a coachman of him,,
8,summary,"11, 12",causal relationship,,"Why did the godmother turn Cinderella's clothes into cloth of gold and silver, all beset with jewels?",implicit,Cinderella asked if she had to go there in these nasty rags.,Cinderella did not want to go to the ball in her nasty rags.,,implicit,she did not want to go in her nasty rags,,
9,local,4,causal relationship,,Why did the prince's invitation to the ball become a new trouble for Cinderella?,explicit,"she ironed her sisters' linen, and plaited their ruffles",,,explicit,Cinderella ironed her sisters' linen and plaited their ruffles,,
10,local,15,character,,Who came knocking at the door?,explicit,her two sisters,,,explicit,Cinderella's two sisters,,
11,local,12,causal relationship,,Why did the godmother command Cinderella not to stay till after midnight?,explicit,"The coach would be a pumpkin again. Her horses, coachman, footmen, and clothes would become just as they were before.",,,explicit,"not to stay till after midnight because if she stayed one moment longer, the coach would be a pumpkin again, her horses mice, her coachman a rat, her footmen lizards, and her clothes become just as they were before",,
12,local,2,action,,What did the mother-in-law do to show herself in her true colors?,explicit,employed Cinderella in the meanest work of the house,,,explicit,employed her in the meanest work of the house,,
13,local,11,character,,What did Cinderella find on the trap?,explicit,three huge rats,,,explicit,three huge rats,,
14,local,15,causal relationship,,Why did Cinderella rub her eyes and stretch herself as if she had been just woken out of her sleep?,implicit,She needed to pretend she was at home.,She needed to pretend she wasn't at the ball.,,implicit,she had to pretend she was at home the night of the ball,,
15,summary,"12, 16",causal relationship,,"Why did Cinderella wear her nasty old clothes, having nothing left her of all her finery?",implicit,It was after midnight.,She stayed past midnight at the ball.,She stayed too late.,implicit,"she stayed past midnight, and all of her clothes became just as they were before",,
16,local,14,causal relationship,,Why did Cinderella go to the ball the next day?,explicit,The King's son had desired her.,,,explicit,because the King's son desired her,,
17,local,16,action,,What did the prince do after Cinderella left behind one of her glass slippers?,explicit,took up most carefully,,,implicit,to find and marry his true love,,
18,local,16,causal relationship,,Why didn't the guards notice Cinderella?,explicit,"She was very meanly dressed, and had more the air of a poor country wench than a gentlewoman.",,,explicit,she was meanly dressed and not dressed like a princess,,
19,local,16,action,,What did Cinderella do when she hurried away immediately when it struck twelve?,explicit,rose up and fled,,,explicit,she rose up and fled,,
20,local,18,outcome resolution,,"What happened after the gentleman obliged Cinderella to sit down, and, putting the slipper to her foot?",explicit,"The gentleman found it went on very easily, and fitted her as if it had been made of wax.",,,explicit,the shoe fitted her,,
21,local,19,action,,What did Cinderella do for her sisters after she got married?,explicit,gave her two sisters lodgings in the palace and matched them with two great lords of the Court,,,implicit,forgave them,,
22,local,19,prediction,,What will Cinderella do after the two sisters beg pardon for all the ill-treatment they made her undergo?,explicit,forgive them,,,explicit,forgive them,,
23,local,1,character,,How were Cinderella and the second wife different?,explicit,Cinderella had unparalleled goodness and sweetness of temper. The second wife was the proudest and most haughty woman that was ever seen.,,,explicit,Cinderella had unparalled goodness,Cinderella had sweetness of temper,
