document_id,text
the-witch-of-fife,"In the Kingdom of Fife, in the days of long ago, there lived an old man and his wife."
the-witch-of-fife,"The old man was a douce, quiet body, but the old woman was lightsome and flighty, and some of the neighbours were wont to look at her askance, and whisper to each other that they sorely feared that she was a Witch."
the-witch-of-fife,"And her husband was afraid of it, too, for she had a curious habit of disappearing in the gloaming and staying out all night; and when she returned in the morning she looked quite white and tired, as if she had been travelling far, or working hard."
the-witch-of-fife,"He used to try and watch her carefully, in order to find out where she went, or what she did, but he never managed to do so, for she always slipped out of the door when he was not looking, and before he could reach it to follow her, she had vanished utterly."
the-witch-of-fife,"At last, one day, when he could stand the uncertainty no longer, he asked her to tell him straight out whether she were a Witch or no."
the-witch-of-fife,"And his blood ran cold when, without the slightest hesitation, she answered that she was; and if he would promise not to let anyone know, the next time that she went on one of her midnight expeditions she would tell him all about it."
the-witch-of-fife,The Goodman promised; for it seemed to him just as well that he should know all about his wife's cantrips.
the-witch-of-fife,He had not long to wait before he heard of them.
the-witch-of-fife,"For the very next week the moon was new, which is, as everybody knows, the time of all others when Witches like to stir abroad; and on the first night of the new moon his wife vanished."
the-witch-of-fife,Nor did she return till daybreak next morning.
the-witch-of-fife,"And when he asked her where she had been, she told him, in great glee, how she and four like-minded companions had met at the old Kirk on the moor and had mounted branches of the green bay tree and stalks of hemlock, which had instantly changed into horses, and how they had ridden, swift as the wind, over the country, hunting the foxes, and the weasels, and the owls; and how at last they had swam the Forth and come to the top of Bell Lomond."
the-witch-of-fife,"And how there they had dismounted from their horses, and drunk beer that had been brewed in no earthly brewery, out of horn cups that had been fashioned by no mortal hands."
the-witch-of-fife,"And how, after that, a wee, wee man had jumped up from under a great mossy stone, with a tiny set of bagpipes under his arm, and how he had piped such wonderful music, that, at the sound of it, the very trouts jumped out of the Loch below, and the stoats crept out of their holes, and the corby crows and the herons came and sat on the trees in the darkness, to listen."
the-witch-of-fife,"And how all the Witches danced until they were so weary that, when the time came for them to mount their steeds again, if they would be home before cock-crow, they could scarce sit on them for fatigue."
the-witch-of-fife,"The Goodman listened to this long story in silence, shaking his head meanwhile, and, when it was finished, all that he answered was: ""And what the better are ye for all your dancing? Ye'd have been a deal more comfortable at home."""
the-witch-of-fife,"At the next new moon the old wife went off again for the night; and when she returned in the morning she told her husband how, on this occasion, she and her friends had taken cockle-shells for boats, and had sailed away over the stormy sea till they reached Norway."
the-witch-of-fife,"And there they had mounted invisible horses of wind, and had ridden and ridden, over mountains and glens, and glaciers, till they reached the land of the Lapps lying under its mantle of snow."
the-witch-of-fife,"And here all the Elves, and Fairies, and Mermaids of the North were holding festival with Warlocks, and Brownies, and Pixies, and even the Phantom Hunters themselves, who are never looked upon by mortal eyes."
the-witch-of-fife,"And the Witches from Fife held festival with them, and danced, and feasted, and sang with them, and, what was of more consequence, they learned from them certain wonderful words, which, when they uttered them, would bear them through the air, and would undo all bolts and bars, and so gain them admittance to any place soever where they wanted to be."
the-witch-of-fife,"And after that they had come home again, delighted with the knowledge which they had acquired."
the-witch-of-fife,"""What took you to such a land as that?"" asked the old man, with a contemptuous grunt."
the-witch-of-fife,"""You would hae been a sight warmer in your bed."""
the-witch-of-fife,"But when his wife returned from her next adventure, he showed a little more interest in her doings."
the-witch-of-fife,"For she told him how she and her friends had met in the cottage of one of their number, and how, having heard that the Lord Bishop of Carlisle had some very rare wine in his cellar, they had placed their feet on the crook from which the pot hung, and had pronounced the magic words which they had learned from the Elves of Lappland."
the-witch-of-fife,"And, lo and behold!"
the-witch-of-fife,"they flew up the chimney like whiffs of smoke, and sailed through the air like little wreathes of cloud, and in less time than it takes to tell they landed at the Bishop's Palace at Carlisle."
the-witch-of-fife,"And the bolts and the bars flew loose before them, and they went down to his cellar and sampled his wine, and were back in Fife, fine, sober, old women by cock-crow."
the-witch-of-fife,"When he heard this, the old man started from his chair in right earnest, for he loved good wine above all things, and it was but seldom that it came his way."
the-witch-of-fife,"""By my truth, but you are a wife to be proud of!"""
the-witch-of-fife,he cried.
the-witch-of-fife,"""Tell me the words, Woman! and I will e'en go and sample his Lordship's wine for myself."""
the-witch-of-fife,But the Goodwife shook her head.
the-witch-of-fife,"""Na, na! I cannot do that,"" she said, ""for if I did, you telled it over again, it would turn the whole world upside down. For everybody would be leaving their own lawful work, and flying about the world after other folk's business and other folk's dainties. So just bide content, Goodman. You get on fine with the knowledge you already possess."""
the-witch-of-fife,"And although the old man tried to persuade her with all the soft words he could think of, she would not tell him her secret."
the-witch-of-fife,"But he was a sly old man, and the thought of the Bishop's wine gave him no rest."
the-witch-of-fife,"So night after night he went and hid in the old woman's cottage, in the hope that his wife and her friends would meet there; and although for a long time it was all in vain, at last his trouble was rewarded."
the-witch-of-fife,"For one evening the whole five old women assembled, and in low tones and with chuckles of laughter they recounted all that had befallen them in Lappland."
the-witch-of-fife,"Then, running to the fireplace, they, one after another, climbed on a chair and put their feet on the sooty crook."
