question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,action,,What was invented in China?,explicit,the shinansha,,,,,,
2,local,1,character,,What was the shinansha?,explicit,chariot with the figure of a man on it always pointing to the south,,,,,,
3,local,1,action,,Where did the figure always point?,explicit,South,,,,,,
4,local,2,character,,Who was Kotei?,explicit,one of the three Chinese Emperors of the mythological age,son of the Emperor Yuhi,,,,,
5,local,2,action,,What happened before Kotei was born?,explicit,His mother had a vision which foretold that her son would be a great man.,,,,,,
6,local,2,action,,What did Kotei's mom see when she looked at the North Star?,explicit,It shot forth vivid flashes of lightning in every direction.,,,,,,
7,local,3,causal relationship,,Why was Kotei's early reign greatly troubled?,explicit,Shiyu wanted to make himself King.,Many were the battles which he fought to this end.,,,,,
8,local,3,character,,Who was Shiyu?,explicit,rebel,wicked magician,,,,,
9,local,3,causal relationship,,Why did Kotei declare war against Shiyu?,implicit,Shiyu was a rebel.,Shiyu was trying to overthrow him.,Shiyu wanted to be King.,,,,
10,local,3,setting,,Where did the two armies meet?,explicit,Takuroku,,,,,,
11,local,3,action,,How did the Shiyu fool the emperor?,explicit,brought down a dense fog upon the battlefield,,,,,,
12,local,3,causal relationship,,Why did the dense fog leave the royal army confused?,implicit,The army could not see.,The army did not know where to go.,The fog made it difficult to see.,,,,
13,local,3,feeling,,How did Shiyu feel to fool the royal army?,implicit,pleased,happy,amused,,,,
14,local,4,action,,How was Shiyu always able to escape?,explicit,his magic,,,,,,
15,summary,"1,2,3",action,prediction,What will Kotei do because Shiyu fooled the royal army?,implicit,invent the shinansha,come up with the idea for the shinansha,,,,,
16,local,4,action,,How would the shinansha help Kotei outsmart Shiyu?,implicit,show him and his army the way when Shiyu used fog,help Kotei and his army find Shiyu in the fog,,,,,
17,local,5,outcome resolution,,What happened after Shiyu said some strange words in a loud voice?,explicit,a dense fog came down upon the battlefield,,,,,,
18,local,5,causal relationship,,Why did Shiyu resort to magic?,explicit,He was driven backward by the royal troops.,,,,,,
19,local,5,causal relationship,,Why did no solider not mind the fog?,implicit,Kotei used the shinansha.,The shinansha showed them the way.,,,,,
20,local,5,action,,What did Kotei do with the help of the shinansha?,explicit,directed the army without a single mistake,find his way,,,,,
21,local,5,outcome resolution,,What happened because Kotei closely pursued the revel army?,explicit,They came to a big river.,,,,,,
22,summary,"4,5",action,prediction,How will Shiyu cross the river?,explicit,his magic,,,,,,
23,local,6,action,,What did Shiyu do after he crossed the river?,explicit,shut himself up in a fortress on the opposite bank,,,,,,
24,local,6,action,,What stopped Kotei from overtaking the rebel?,explicit,the river,,,,,,
25,local,6,outcome resolution,,What happened because Kotei could not do anything?,explicit,ordered his tent to be pitched in the pleasantest spot,,,,,,
26,local,6,feeling,,How did Kotei feel when he was unable to capture Shiyu?,explicit,disappointment,,,,,,
27,local,6,causal relationship,,Why was Kotei disappointed?,explicit,He had very nearly overtaken the rebel when the river stopped him.,,,,,,
28,local,7,action,,What did Kotei do at the pond?,explicit,sat down on the bank and was lost in thought,,,,,,
29,local,7,causal relationship,,Why did the spider try to get on the floating leaf?,implicit,It was trying to get to the other side of the pond.,It was trying to float on the water.,,,,,
30,local,7,action,prediction,What will Kotei do because he learned from the spider?,implicit,build something to get to the other side of the river.,invent the boat.,,,,,
31,local,8,action,,What did Kotei try?,explicit,make something that could carry himself and his men over the river,,,,,,
32,summary,"7,8",outcome resolution,,What happened because Kotei watched the spider?,explicit,He invented the first boat.,,,,,,
33,local,8,causal relationship,,Why did the Emperor order his men to build more boats?,implicit,so there would be enough for all his men,They needed more to carry all the men across the water.,,,,,
34,local,8,action,,What did Kotei do once he crossed the river?,explicit,attacked Shiyu's headquarters,gained a complete victory,,,,,
35,local,8,outcome resolution,,What happened because gained a complete victory?,explicit,put an end to the war which had troubled his country for so long,,,,,,
36,local,8,feeling,,How did Kotei feel to put a stop to the war?,implicit,proud,excited,satisfied,,,,
37,local,9,causal relationship,,Why was the Emperor beloved by his subjects?,explicit,He had secured peace and prosperity throughout his whole land.,,,,,,
38,local,9,action,,What did the Emperor spend a great deal of time doing?,explicit,making inventions,,,,,,
39,local,9,character,,Who did Kotei see in the sky?,explicit,a great Dragon,,,,,,
40,local,9,action,,How long did Kotei reign for?,explicit,about a hundred years,,,,,,
41,local,9,causal relationship,,Why did the Empress and the courtiers run away screaming?,explicit,They were so frightened.,,,,,,
42,local,10,causal relationship,,Why did the Emperor mount the Dragon?,explicit,His time there was finished.,,,,,,
43,local,11,feeling,,How did the left behind inmates of the Palace feel?,explicit,disappointed,,,,,,
44,local,11,action,,What did the courtiers do with the bow and arrow?,explicit,took them up carefully and preserved them as sacred relics in the Palace,,,,,,
