question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did the old farmer and his wife make their home?,explicit,"in the mountains, far from any town",,,,,,
2,local,1,character,,Who was the couple's only neighbor?,explicit,a bad and malicious badger,,,,,,
3,local,1,causal relationship,,Why was the badger bad and malicious?,explicit,He used to come out every night and run across the farmer's fields and spoil the vegetables and the rice.,,,,,,
4,local,1,causal relationship,,Why was the old farmer determined to put to stop the badger?,explicit,He could not stand it any longer.,,,,,,
5,local,1,action,,How did the man try to catch the badger?,explicit,lay in wait with a big club,laid traps,,,,,
6,local,2,action,,How was the farmer's trouble and patience rewarded?,explicit,He found the badger caught in hole.,,,,,,
7,local,2,feeling,,How did the farmer feel when he caught his enemy?,explicit,delighted,,,,,,
8,local,2,action,,How did the farmer catch the badger?,implicit,He dug a hole.,He set a trap.,,,,,
9,local,2,character,,Who did the farmer entrust to watch the badger?,explicit,his wife,,,,,,
10,local,2,action,,What did the farmer want to do with the badger?,explicit,make him into soup,,,,,,
11,local,3,causal relationship,,Why was the badger in great distress?,explicit,He did not at all like the idea of being made into soup.,,,,,,
12,local,3,outcome resolution,,What happened because the badger was hung upside-down?,explicit,It was hard to think clearly.,,,,,,
13,local,3,prediction,action,What will the badger try to do?,explicit,escape,sneak away,break free,,,,
14,local,3,action,,What was the farmer's old wife doing?,explicit,pounding barley,,,,,,
15,local,3,causal relationship,,Why was the woman perspiring?,implicit,She was working hard.,It was hot out.,She was working in the sun.,,,,
16,local,4,causal relationship,,Why did the badger offer to help the woman?,implicit,He wanted to escape.,"He was going to trick her,",,,,,
17,local,4,causal relationship,,Why wouldn't the woman untie the badger?,explicit,He might escape.,Her husband would be very angry.,,,,,
18,local,5,outcome resolution,,What did the woman do because she had a good and simple nature?,explicit,untied the cord and let the badger down,,,,,,
19,local,7,prediction,feeling,How will the old man feel when he returns home?,explicit,angry,sad,unhappy,,,,
20,local,8,action,,What cheered up the old man?,explicit,the thought of the nice supper of hot badger soup awaiting his return,,,,,,
