question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,outcome resolution,,What happened in the days when Murtough Mac Erca was in the High Kingship of Ireland?,explicit,The country was divided between the old beliefs of paganism and the new doctrines of the Christian teaching.,,,,,,
2,local,1,causal relationship,,Why was the thought of the people troubled?,explicit,They knew not which way to follow and which to forsake.,,,,,,
3,local,1,action,,What did the new faith do every day?,explicit,spread wider and wider through the land,,,,,,
4,local,1,character,,Who joined themselves to the Christian faith?,explicit,the family of Murtough,,,,,,
5,local,1,character,,Who were the bishops and abbots of the Church?,explicit,Murtough's three brothers,,,,,,
6,local,1,character,,Who remained a pagan?,explicit,Murtough,,,,,,
7,local,1,causal relationship,,Why did Murtough remain a pagan?,explicit,He was a wild and lawless prince.,"The peaceful teachings of the Christian doctrine, with its forgiveness of enemies, pleased him not at all.",,,,,
8,local,1,setting,,Where was Murtough?,explicit,in the sunny summer palace of Cletty,,,,,,
9,local,1,character,,Who was the son of Art?,explicit,Cormac,,,,,,
10,local,1,action,,What did Cormac build for pleasure?,explicit,"a pleasure house on the brink of the slow-flowing Boyne, near the Fairy Brugh of Angus the Ever Young, the God of Youth and Beauty",,,,,,
11,local,1,action,,What did the king do when the high-noon came the sun grew hot?,explicit,sat down to rest upon the fairy mound,,,,,,
12,local,2,character,,How did the witch look in face and form?,explicit,star-bright and beautiful,,,,,,
13,local,2,character,,"Whose name was ""Sigh, Sough, Storm, Rough Wind, Winter Night, Cry, Wail, and Groan?""",explicit,a witch woman,,,,,,
14,local,2,causal relationship,,Why did the witch hate Murtough?,explicit,"He had scattered and destroyed the Ancient Peoples of the Fairy Tribes of Erin, her country and her fatherland.",n the battle which he fought at Cerb on the Boyne her father and her mother and her sister had been slain.,,,,,
15,local,2,action,,What would men call the fairy folk?,explicit,demons,,,,,,
16,local,3,causal relationship,,Why did the witch wait the day to be revenged on Murtough?,explicit,"He being yet a pagan, was still within her power to harm.",,,,,,
17,local,2,action,,What would happen to the fairy folk's power and great majesty with the coming of the new faith?,explicit,Their power and their great majesty would depart from them.,"Men would call them demons, and would drive them out with psalm-singing and with the saying of prayers, and with the sound of little tinkling bells.",,,,,
18,local,3,feeling,prediction,How will the witch feel about what would happen to the fairy folk?,explicit,angry,,,,,,
19,local,3,character,action,What name did the men give the witch?,explicit,Sheen,"""Storm""",,,,,
20,local,3,action,,Where was the King sitting?,explicit,on the fairy mound,,,,,,
21,local,3,action,,What did Sheen don?,explicit,Her mantle of flowing green.,,,,,,
22,local,4,outcome resolution,,What happened after Sheen was decked?,explicit,Sheen went softly and sat down beside Murtough on the turfy hunting mound.,,,,,,
23,local,4,feeling,,How did Murtough feel about Sheen's beauty?,explicit,wonder,terror,,,,,
24,local,4,causal relationship,,Why did Murtough not know if he loved or hated Sheen?,explicit,"At one moment all his nature was filled with longing and with love of her, so that it seemed to him that he would give the whole of Ireland for the loan of one hour's space of dalliance with her; but after that he felt a dread of her, because he knew his fate was in her hands, and that she had come to work him ill.",,,,,,
25,local,4,action,,How did Sheen know Murtough?,explicit,She was the beloved of Murtough.,All secret and mysterious things were known to her and thou and all the men of Erin were well known.,,,,,
26,local,5,feeling,,How did Murtough feel when Sheen told him she was his beloved?,explicit,glad,,,,,,
27,local,5,outcome resolution,,What happened after Murtough conversed with Sheen for a while?,explicit,"She appeared to him so fair that the King was ready to promise her anything in life she wished, so long as she would go with him to Cletty of the Boyne.",,,,,,
28,local,5,setting,,Where did Murtough want Sheen to go with him?,explicit,Cletty of the Boyne,,,,,,
29,local,5,action,,What did Sheen wish for?,explicit,take her to his house,"put out from it his wife and his children because they were of the new faith, and all the clerics that were in his house",neither his wife nor any cleric be permitted to enter the house while she was there,,,,
30,local,6,causal relationship,,Why did Murtough say it was easier to give his beloved half of Ireland than to follow her wishes?,explicit,"Murtough feared that when those that were of the Christian faith were put out of his house, she would work her spells upon him, and no power would be left with him to resist those spells.",,,,,,
31,local,6,action,,What did Sheen tell Murtough he must never do?,explicit,"Her name must never be uttered, nor must any man or woman learn it.",,,,,,
32,local,6,causal relationship,,"Why did people call the witch ""Sheen?""",explicit,for 'Storm',her chief name,Storms were with her where she came.,,,,
33,local,6,outcome resolution,,What happened after Sheen told Murtough her name?,explicit,"He brought her to his home, and drove out the clerics that were there, with his wife and children along with them, and drove out also the nobles of his own clan, the children of Niall, two great and gallant battalions.",,,,,,
34,local,6,character,,Who was Murtough's wife?,explicit,Duivsech,,,,,,
35,local,6,character,,Who did Duivsech seek?,explicit,"Bishop Cairnech, the half-brother of her husband",her own soul-friend,,,,,
36,local,6,causal relationship,,Why did Duivsech seek her own soul-friend?,explicit,She might obtain help and shelter from him.,,,,,,
37,local,7,outcome resolution,,"What happened when Sheen saw the house, nobles, and feasting?",explicit,"Her heart was lifted within her, and ""Fair as a fairy palace is this house of Cletty,"" said she.",,,,,,
38,local,7,action,,What did the king do that night?,explicit,robed himself in all the splendour of his royal dignity,,,,,,
39,local,7,action,,What did the men say about Sheen?,explicit,Never on earth was to be seen a woman more goodly of appearance than she.,,,,,,
40,local,8,causal relationship,,Why did the astonished king begin to ask questions?,explicit,It seemed to him that the power of a great goddess of the ancient time was in her.,,,,,,
41,local,8,causal relationship,,Why did the king ask if she believed in the God of the clerics or was some goddess of the older world?,explicit,"He feared her, feeling that his fate was in her hands.",,,,,,
42,local,8,causal relationship,,Why did Sheen laugh a careless and cruel laugh?,explicit,"She knew that the King was in their power, now that she was there alone with him, and the clerics and the Christian teachers gone.",,,,,,
43,local,8,action,,What did Sheen say she was?,explicit,"like thee, a daughter of the race of men of the ancient family of Adam and of Eve; fit and meet my comradeship with thee",,,,,,
44,local,9,character,,Who could Sheen call up to life?,explicit,men fiercely fighting in conflict,,,,,,
45,local,9,outcome resolution,,What happened to the water of the Boyne Sheen took?,explicit,She took of the water of the Boyne and made a magic wine thereout.,,,,,,
46,local,9,action,,How did Sheen feed Murtough and the hosts?,explicit,"She took ferns and spiked thistles and light puff-balls of the woods, and out of them she fashioned magic swine and sheep and goats.",,,,,,
47,local,9,outcome resolution,,What happened after Murtough and the hosts ate?,explicit,All their strength went from them.,The magic wine sent them into an uneasy sleep and restless slumbers.,,,,,
48,local,10,setting,,Where did Sheen put one of the battalions?,explicit,at one side of the house,at the further side beyond it,encircling the rest southward along the hollow windings of the glen,,,,
49,local,10,causal relationship,,Why was the third battalion the most terrible?,explicit,"These were headless men, fighting like human beings, yet finished at the neck.","no sound save only that they waved their arms and struck their weapons together, and smote the ground with their feet impatiently",,,,,
50,local,11,causal relationship,,Why did Murtough rise impetuously off the bed?,explicit,"Murtough, in his sleep and in his dreams, heard the battle-shout.",,,,,,
51,local,11,outcome resolution,,What happened after Murtough rose impetuously off the bed?,explicit,"The wine overcame him, and his strength departed from him, and he fell helplessly upon the floor.",,,,,,
52,local,11,causal relationship,,Why was all of Murtough's strength lost in fighting phantoms?,explicit,The phantoms were but stones and sods and withered leaves of the forest that he took for fighting men.,,,,,,
53,local,11,action,,What did Duivsech call upon Cairnech to do?,explicit,"to arise and to gather together the clans of the children of his people, the men of Owen and of Niall",,,,,,
54,local,12,feeling,,How did Cairnech feel because Sheen guarded the fort well?,explicit,angry,,,,,,
55,local,12,action,,What did Cairnech bless?,explicit,the clans of Owen and of Niall,,,,,,
