question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who were both young and handsome and strong?,explicit,a charcoal-burner and his wife,,,,,,
2,local,1,outcome resolution,,What happened after the charcoal-burner and his wife got married?,explicit,"Bad times came, and they grew poorer and poorer, and the nights in which they went hungry to bed became more and more frequent.",,,,,,
3,local,1,causal relationship,,Why did the king stop to listen after he heard a sound of sobbing?,explicit,thought that perhaps he might be able to give some help,,,,,,
4,local,1,causal relationship,,Why was the couple unhappy?,implicit,They could not find work.,They did not have jobs.,,,,,
5,local,1,causal relationship,,Why did the couple want to find a job?,implicit,They wanted plenty of food to eat.,They wanted warm clothes to wear.,,,,,
6,local,2,causal relationship,,Why was the woman surprised?,implicit,The king wanted to enter her home.,The king was talking to her.,,,,,
7,local,2,action,,What did the king notice after he entered the house?,explicit,"There was no furniture in the room at all, not even a chair.",,,,,,
8,local,2,causal relationship,,Why did the king pretend to be in too great of a hurry?,implicit,He did not want to make the couple feel ashamed for having an empty house.,He did not want to make the couple feel sad for not having furniture.,,,,,
9,local,2,setting,,Where did the king tell the couple to go with him?,explicit,his palace,,,,,,
10,local,2,action,,What did the couple need to do for the king to be happy?,explicit,obey his orders exactly,,,,,,
11,local,3,feeling,,How did the couple feel after the king offered to help them?,implicit,grateful,thankful,,,,,
12,local,3,action,,What did the king tell the couple to do?,explicit,"Lock their door, and put the key in their pocket.",,,,,,
13,local,3,feeling,,How did the woman feel after the king told her to lock their door?,implicit,confused,puzzled,,,,,
14,local,3,causal relationship,,Why did the woman think it was needless to lock their door?,explicit,"It was quite, quite certain they would never come back.",,,,,,
15,local,3,setting,,Where did the servants lead the couple to?,explicit,into rooms filled with beautiful things,,,,,,
16,local,4,action,,What did the king order the couple to not do?,explicit,lift the lid,,,,,,
17,local,4,outcome resolution,prediction,What would happen if the couple took off the cover?,implicit,Their good fortune would come to an end.,They would lose their good fortune.,,,,,
18,local,4,causal relationship,,Why did the king come to visit the couple in the small hall?,implicit,He needed to tell them to not lift the lid.,He needed to warn them what not to do.,,,,,
19,local,4,feeling,,How did the charcoal-burner feel after the king said they may do as they pleased?,implicit,surprised,astonished,amazed,,,,
20,local,5,character,,Who was getting rosier and plumper each day?,implicit,the charcoal burner,the husband,,,,,
21,local,5,action,,What were the gardens filled with?,explicit,rare flowers and fruits and singing birds,,,,,,
22,local,5,causal relationship,,Why did the couple feel like they were living in a beautiful dream?,implicit,They got everything they wanted at the palace.,They lived happily at the palace.,,,,,
23,summary,"4, 6",prediction,outcome resolution,What will happen after the king warns the couple to not open the lid?,implicit,The wife will be curious what is inside the soup-tureen.,The wife will want to open the lid.,,,,,
24,summary,"5, 6",causal relationship,,Why was the wife so silent?,implicit,She was thinking about what was inside the soup-tureen.,She wanted to know what was inside the soup-tureen.,,,,,
25,local,6,outcome resolution,,What happened after the couple had the conversation about the soup-tureen?,explicit,"The woman spoke less and less, and seemed so wretched that her husband grew quite frightened about her.",,,,,,
26,local,6,causal relationship,,Why was the husband concerned about his wife?,implicit,She refused to eat.,She did not want to eat.,,,,,
27,local,6,action,,What did the wife suggest after her husband refused to lift the lid?,explicit,Just raise one corner so that she may peep.,,,,,,
28,local,7,causal relationship,,Why did the husband take the risk of opening the lid?,explicit,to his wife contented and happy,,,,,,
29,local,7,causal relationship,,Why did the wife scream after her husband lifted the lid?,explicit,"A small mouse had sprung from the inside of the tureen, and had nearly hit her in the eye.",,,,,,
30,local,7,action,,What did the couple do after the mouse got out of the soup-tureen?,explicit,"both ran after it, knocking down chairs and vases",,,,,,
31,local,7,action,,What did the king do after the couple did not listen to him?,explicit,told them to go home,kicked them out of his palace,,,,,
32,local,7,feeling,,How did the wife feel after she saw the mouse?,implicit,startled,frightened,scared,,,,
