question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did the seven sisters live?,explicit,in a beautiful island,,,,,,
2,local,1,causal relationship,,Why did the eldest girl rule over the other sisters?,explicit,"Their father and mother were dead, and they had no brothers.",,,,,,
3,local,1,causal relationship,,Why did the youngest sister have the hardest task of all?,explicit,She had to cut and bring home the wood which was to keep the fire continually burning.,,,,,,
4,local,1,action,,What did the youngest sister decide to do one morning?,explicit,bathe,,,,,,
5,local,1,action,,What did the youngest sister do after she finished her task?,explicit,"threw herself down under a tree, and went sound asleep",,,,,,
6,local,2,character,,What did the youngest sister call her pet fish?,explicit,Djulung-djulung,,,,,,
7,local,2,setting,,Where did the youngest sister put her pet fish?,explicit,to a cave in front of which a stream fell over some rocks into a basin,,,,,,
8,local,2,causal relationship,,Why didn't the youngest sister finish her dinner?,implicit,She wanted to save some for her pet fish.,She wanted to feed her pet fish.,,,,,
9,local,2,causal relationship,,Why did the fish gobble up the rice greedily?,explicit,He had never tasted anything so nice.,,,,,,
10,local,2,causal relationship,,Why did the youngest sister grow thin?,implicit,She saved part of her meals for her pet fish.,She saved half of her rice for her pet fish.,,,,,
11,local,3,feeling,,How did the sisters feel after they noticed their youngest sister grew weaker?,implicit,concerned,worried,,,,,
12,local,3,action,,What did one of the sisters see after she followed the youngest sister?,explicit,a lovely fat fish,,,,,,
13,local,3,outcome resolution,,What happened after one of the sisters saw the fish?,explicit,The eldest sister went and caught him. He was boiled for supper.,,,,,,
14,local,3,causal relationship,,Why didn't the youngest sister know what happened to the fish?,explicit,The youngest sister was away in the woods.,,,,,,
15,local,3,causal relationship,,Why didn't the fish come after the youngest sister called for it?,implicit,The fish was eaten by her sisters.,The fish was dead.,,,,,
16,local,4,causal relationship,,Why did the cock crow so loudly?,explicit,"He was telling her that Djulung was dead, killed and eaten by her sisters. His bones lay buried under the kitchen fire.",,,,,,
17,local,4,action,,What did the youngest sister do after she knew what the crow was saying?,explicit,"got up, and took up the large stone under the fire. She was creeping out carried the bones to the cave by the fountain, where she dug a hole and buried them anew",,,,,,
18,local,4,causal relationship,,Why did the youngest sister grow fat again?,explicit,There was no Djulung to give her rice to.,,,,,,
19,local,4,action,,What did the bones grow into?,explicit,a tree,,,,,,
20,local,4,action,,What did the youngest sister do every day?,explicit,paid a visit to the tree,,,,,,
21,local,5,character,,Who wanted to find the tree?,explicit,the king,,,,,,
22,local,5,causal relationship,,Why did the king want to find the tree?,explicit,He saw an interesting leaf.,The attendant showed the interesting leaf to the king.,,,,,
23,local,5,causal relationship,,Why did the king order the seven girls to come to him?,implicit,He wanted to know about the tree.,He wanted to ask someone from the neighborhood about the tree.,,,,,
24,local,6,character,,Who was busy and did not care about strangers?,explicit,the youngest,,,,,,
25,local,6,outcome resolution,,What happened after the six sisters came to the king?,explicit,They could tell him nothing.,,,,,,
26,local,6,action,,What did the youngest daughter give to the king?,explicit,some of its leaves and flowers,,,,,,
27,local,6,causal relationship,,Why did the king want to marry the youngest daughter?,implicit,She was talented in growing the tree.,She grew a tree that amazed the king.,,,,,
