question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,What was Lars called?,explicit,Little Lasse,,,,,,
2,local,1,action,,What did Lars sail around the world with?,explicit,a pea-shell boat,,,,,,
3,local,1,action,,What did Lars pick in the garden?,explicit,seventeen large shells,,,,,,
4,local,1,character,,Who saw Lars pick seventeen large shells?,explicit,the gardener,,,,,,
5,local,1,causal relationship,,Why weren't there any sparrows that flew out?,explicit,"Little Lasse had no wings, only two small legs.",,,,,,
6,local,2,setting,,Where did Little Lasse go after he talked to the gardener?,explicit,the shore,,,,,,
7,local,2,action,,How did Little Lasse make the rowers' seats?,explicit,"opened the shells with a pin, split them carefully in two, and broke small little bits of sticks",,,,,,
8,local,2,action,,How many boats did Little Lasse have?,explicit,twelve,,,,,,
9,local,2,action,,What did Little Lasse forget?,explicit,not to get into his father's boat,not to use his father's boat,,,,,
10,local,2,action,,What did Little Lasse's father own?,explicit,a beautiful white-painted boat,,,,,,
11,local,3,action,,What did Little Lasse decide to do after he got into his father's boat?,explicit,row out a little way,,,,,,
12,local,3,causal relationship,,Why weren't there any oars to row with?,explicit,The oars were locked up in the boat-house.,,,,,,
13,local,3,causal relationship,,Why was Little Lasse frightened?,implicit,He did not have oars to row with.,He was already out in sea without oars.,,,,,
14,local,3,action,,What did Little Lasse want to do with his father's boat?,explicit,"seize Hercules on the coast of Asia, and then row home again to Europe",,,,,,
15,local,3,action,,How did Little Lasse know how to row?,explicit,"He had rowed so often on the step sat home, when the steps pretended to be a boat and father's big stick an oar.",,,,,,
16,local,4,action,,How was Little Lasse disobedient?,implicit,He did not listen to his parents.,He went into the boat.,,,,,
17,local,4,feeling,,How did Little Lasse feel after he was lost out on the great sea?,implicit,scared,afraid,upset,,,,
18,local,4,action,,What did Little Lasse do after he was lost out on the great sea?,implicit,prayed to god,begged god for forgiveness,,,,,
19,local,4,character,,Who saved Little Lasse?,explicit,old Nukku Matti,,,,,,
20,local,4,character,,Who played with Little Lasse?,explicit,a little dream-boy,,,,,,
21,local,6,causal relationship,,Why didn't Little Lasse want to land?,explicit,"He was so afraid that the whales would swallow them up, and the big dogs bite them.",,,,,,
22,local,5,action,,What did Little Lasse and the dream-boy do when they played with each other?,explicit,sailed away from the Land of Nod,,,,,,
23,local,6,setting,,Where did Little Lasse and the dream-boy go after Little Lasse did not want to land?,explicit,America,,,,,,
24,local,7,causal relationship,,Why didn't Little Lasse want to land in America?,explicit,"He was so afraid that the buffaloes would butt them, and the great serpent eat them up.",,,,,,
25,local,7,setting,,Where did Little Lasse and the dream-boy go after Little Lasse did not want to land in America?,explicit,Polynesia,,,,,,
26,local,8,causal relationship,,Why didn't Little Lasse want to land in Polynesia?,implicit,He was worried about the tiger.,He was scared of the tiger.,,,,,
27,local,8,setting,,Where did Little Lasse and the dream-boy go after Little Lasse did not want to land in Polynesia?,explicit,Africa,,,,,,
28,local,9,causal relationship,,Why didn't Little Lasse want to land in Africa?,explicit,"The sun would burn them, and the lions and the crocodiles would eat them up.",,,,,,
29,local,9,action,,What did Little Lasse want to give to the dream-boy?,explicit,some bread-and-butter and a glass of milk,,,,,,
30,local,10,outcome resolution,,What happened after Little Lasse tried to jump ashore?,implicit,He was chained to the boat.,He was stuck on the boat.,,,,,
31,local,10,causal relationship,,Why did the dream-boy tell Little Lasse to wait?,implicit,The dream-boy wanted to chain him.,The dream-boy did not want Little Lasse to leave.,,,,,
32,local,10,causal relationship,,Why didn't Little Lasse want to go to Polynesia?,implicit,He wanted to eat pancakes.,He wanted to go home to eat pancakes.,,,,,
33,local,10,outcome resolution,,What happened after Little Lasse could not move?,explicit,"All the little dreams came about him, thousands and thousands of little children, and they made a ring around him and sang a little song.",,,,,,
34,local,11,action,,What did Nukku Matti do after the dreams sung their song?,explicit,carried Lasse back to the boat,,,,,,
35,local,11,action,,What did Little Lasse still hear?,explicit,the frying-pan frizzling at home of the fire,,,,,,
36,local,11,feeling,,How did Little Lasse feel after he woke up?,implicit,confused,puzzled,,,,,
37,local,11,action,,What did Little Lasse do after he woke up?,explicit,gathered together his boats and walked up the shore back to the house,,,,,,
38,local,12,character,,Who ran to meet Little Lasse?,explicit,his brother and sister,,,,,,
