question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who had three daughters?,explicit,a king,,,,,,
2,local,1,character,,Who did the youngest princess want to marry?,explicit,the Brown Bear of Norway,,,,,,
3,local,1,causal relationship,,Why did the youngest princess want to marry the Brown Bear of Norway?,explicit,"A nurse of hers used to be telling her of an enchanted prince that she called by that name, and she fell in love with him, and his name was the first name on her tongue.",,,,,,
4,local,1,action,,What did the princesses do after the youngest princess told them who she wanted to marry?,explicit,"laughed, and they joked with the princess all the rest of the evening",,,,,,
5,local,2,setting,,Where was the youngest princess when she woke up?,explicit,a great hall,,,,,,
6,local,2,action,,What did the very beautiful prince do after the youngest princess woke up?,explicit,"was on one knee before her, and telling her how much he loved her, and asking her wouldn't she be his queen",,,,,,
7,local,2,outcome resolution,,What happened after the prince proposed to the youngest princess?,implicit,They got married.,They were married.,,,,,
8,local,2,character,,Who put the prince under an enchantment?,explicit,a sorceress,,,,,,
9,local,2,causal relationship,,Why did the sorceress put the prince under an enchantment?,explicit,He refused to wed her daughter.,,,,,,
10,local,2,outcome resolution,,What happened after the prince refused to wed the sorceress's daughter?,explicit,She made him take the form of a bear by day.,,,,,,
11,local,2,action,,What did the prince need to do to break the enchantment?,explicit,"take the form of bear by day, and he was to continue so till a lady would marry him of her own free will, and endure five years of great trials after",,,,,,
12,summary,"2,3",causal relationship,,Why did the youngest princess's husband disappear when she woke up?,implicit,He turned into a bear during the day.,He was under an enchantment.,,,,,
13,local,3,feeling,,How did the youngest princess feel after her husband disappeared in the morning?,implicit,sad,upset,disappointed,,,,
14,local,3,action,,What did the prince warn the youngest princess?,explicit,"whenever she began to tire of him, or ceased to have faith in him, they would be parted for ever, and he'd be obliged to marry the witch's daughter",,,,,,
15,local,3,causal relationship,,Why was the youngest princess twice as happy now?,explicit,She had her child to keep her company in the day when she couldn't see her husband.,,,,,,
16,local,3,character,,Who took the youngest princess's baby?,explicit,an eagle,,,,,,
