document_id,text
gold-tree-and-silver-tree,In bygone days there lived a little Princess named Gold-Tree.
gold-tree-and-silver-tree,She was one of the prettiest children in the whole world.
gold-tree-and-silver-tree,"Although her mother was dead, she had a very happy life."
gold-tree-and-silver-tree,"Her father loved her dearly, and thought that nothing was too much trouble so long as it gave his little daughter pleasure."
gold-tree-and-silver-tree,"But by and by he married again, and then the little Princess's sorrows began."
gold-tree-and-silver-tree,"For his new wife, whose name, curious to say, was Silver-Tree, was very beautiful, but she was also very jealous."
gold-tree-and-silver-tree,"She made herself quite miserable for fear that, some day, she should meet someone who was better looking than she was herself."
gold-tree-and-silver-tree,"When she found that her step-daughter was so very pretty, she took a dislike to her at once."
gold-tree-and-silver-tree,She was always looking at her and wondering if people would think her prettier than she was.
gold-tree-and-silver-tree,"And because, in her heart of hearts, she was afraid that they would do so."
gold-tree-and-silver-tree,She was very unkind indeed to the poor girl.
gold-tree-and-silver-tree,"At last, one day, when Princess Gold-Tree was quite grown up, the two ladies went for a walk to a little well."
gold-tree-and-silver-tree,"It was all surrounded by trees, in the middle of a deep glen."
gold-tree-and-silver-tree,Now the water in this well was so clear that everyone who looked into it saw his face reflected on the surface.
gold-tree-and-silver-tree,"The proud Queen loved to come and peep into its depths, so that she could see her own picture mirrored in the water."
gold-tree-and-silver-tree,"But to-day, as she was looking in, what should she see but a little trout."
gold-tree-and-silver-tree,It was swimming quietly backwards and forwards not very far from the surface.
gold-tree-and-silver-tree,"""Troutie, troutie, answer me this one question,"" said the Queen."
gold-tree-and-silver-tree,"""Am not I the most beautiful woman in the world?"""
gold-tree-and-silver-tree,"""No, indeed, you are not,"" replied the trout promptly, jumping out of the water, as he spoke, in order to swallow a fly."
gold-tree-and-silver-tree,"""Who is the most beautiful woman, then?"" asked the disappointed Queen."
gold-tree-and-silver-tree,She had expected a far different answer.
gold-tree-and-silver-tree,"""Thy step-daughter, the Princess Gold-Tree, without a doubt,"" said the little fish."
gold-tree-and-silver-tree,"Then, frightened by the black look that came upon the jealous Queen's face, he dived to the bottom of the well."
gold-tree-and-silver-tree,It was no wonder that he did so.
gold-tree-and-silver-tree,"The Queen's expression was not pleasant to look at, as she darted an angry glance at her fair young step-daughter."
gold-tree-and-silver-tree,She was busy picking flowers some little distance away.
gold-tree-and-silver-tree,"Indeed, she was so annoyed at the thought that anyone should say that the girl was prettier than she was."
gold-tree-and-silver-tree,She quite lost her self-control.
gold-tree-and-silver-tree,"When she reached home she went up, in a violent passion, to her room, and threw herself on the bed, declaring that she felt very ill indeed."
gold-tree-and-silver-tree,"It was in vain that Princess Gold-Tree asked her what the matter was, and if she could do anything for her."
gold-tree-and-silver-tree,"She would not let the poor girl touch her, but pushed her away as if she had been some evil thing."
gold-tree-and-silver-tree,"So at last the Princess had to leave her alone, and go out of the apartment, feeling very sad indeed."
gold-tree-and-silver-tree,By and by the King came home from his hunting.
gold-tree-and-silver-tree,He at once asked for the Queen.
gold-tree-and-silver-tree,"He was told that she had been seized with sudden illness, and that she was lying on her bed in her own room."
gold-tree-and-silver-tree,"No one, not even the Court Physician, who had been hastily summoned, could make out what was wrong with her."
gold-tree-and-silver-tree,In great anxiety--for he really loved her--the King went up to her bedside.
gold-tree-and-silver-tree,"He asked the Queen how she felt, and if there was anything that he could do to relieve her."
gold-tree-and-silver-tree,"""Yes, there is one thing that you could do,"" she answered harshly."
gold-tree-and-silver-tree,"""I know full well that, even although it is the only thing that will cure me, you will not do it."""
gold-tree-and-silver-tree,"""No,"" said the King, ""I deserve better words from your mouth than these. You know that I would give tyou anything that you care to ask, even if it be the half of my Kingdom."""
gold-tree-and-silver-tree,"""Then give me thy daughter's heart to eat,"" cried the Queen."
gold-tree-and-silver-tree,"""Unless I can obtain that, I will die, and that speedily."""
gold-tree-and-silver-tree,"She spoke so wildly, and looked at him in such a strange fashion, that the poor King really thought that her brain was turned."
gold-tree-and-silver-tree,He was at his wits' end what to do.
gold-tree-and-silver-tree,"He left the room, and paced up and down the corridor in great distress."
gold-tree-and-silver-tree,At last he remembered that that very morning the son of a great King had arrived from a country far over the sea.
gold-tree-and-silver-tree,He asked for his daughter's hand in marriage.
gold-tree-and-silver-tree,"""Here is a way out of the difficulty,"" he said to himself."
gold-tree-and-silver-tree,"""This marriage pleases me well. I will have it celebrated at once. Then, when my daughter is safe out of the country, I will send a lad up the hillside. He shall kill a he-goat. I will have its heart prepared and dressed, and send it up to my wife. Perhaps the sight of it will cure her of this madness."""
gold-tree-and-silver-tree,"So he had the strange Prince summoned before him, and told him how the Queen had taken a sudden illness that had wrought on her brain."
gold-tree-and-silver-tree,This had caused her to take a dislike to the Princess.
gold-tree-and-silver-tree,"It seemed as if it would be a good thing if, with the maiden's consent, the marriage could take place at once, so that the Queen might be left alone to recover from her strange malady."
gold-tree-and-silver-tree,Now the Prince was delighted to gain his bride so easily.
gold-tree-and-silver-tree,"The Princess was glad to escape from her step-mother's hatred, so the marriage took place at once."
gold-tree-and-silver-tree,The newly wedded pair set off across the sea for the Prince's country.
gold-tree-and-silver-tree,Then the King sent a lad up the hillside to kill a he-goat.
gold-tree-and-silver-tree,"When it was killed he gave orders that its heart should be dressed and cooked, and sent to the Queen's apartment on a silver dish."
gold-tree-and-silver-tree,"And the wicked woman tasted it, believing it to be the heart of her step-daughter."
gold-tree-and-silver-tree,"When she had done so, she rose from her bed and went about the Castle looking as well and hearty as ever."
gold-tree-and-silver-tree,"I am glad to be able to tell you that the marriage of Princess Gold-Tree, which had come about in such a hurry, turned out to be a great success."
gold-tree-and-silver-tree,"The Prince whom she had wedded was rich, and great, and powerful, and he loved her dearly."
gold-tree-and-silver-tree,She was as happy as the day was long.
gold-tree-and-silver-tree,So things went peacefully on for a year.
gold-tree-and-silver-tree,"Queen Silver-Tree was satisfied and contented, because she thought that her step-daughter was dead."
gold-tree-and-silver-tree,While all the time the Princess was happy and prosperous in her new home.
gold-tree-and-silver-tree,"But at the end of the year it chanced that the Queen went once more to the well in the little glen, in order to see her face reflected in the water."
gold-tree-and-silver-tree,"And it chanced also that the same little trout was swimming backwards and forwards, just as he had done the year before."
gold-tree-and-silver-tree,And the foolish Queen determined to have a better answer to her question this time than she had last.
gold-tree-and-silver-tree,"""Troutie, troutie,"" she whispered, leaning over the edge of the well, ""am not I the most beautiful woman in the world?"""
gold-tree-and-silver-tree,"""By my truth, you are not,"" answered the trout, in his very straightforward way."
gold-tree-and-silver-tree,"""Who is the most beautiful woman, then?"" asked the Queen, her face growing pale at the thought that she had yet another rival."
gold-tree-and-silver-tree,"""Why, your Majesty's step-daughter, the Princess Gold-Tree, to be sure,"" answered the trout."
gold-tree-and-silver-tree,The Queen threw back her head with a sigh of relief.
gold-tree-and-silver-tree,"""Well, at any rate, people cannot admire her now,"" she said."
gold-tree-and-silver-tree,"""It is a year since she died. I ate her heart for my supper."""
gold-tree-and-silver-tree,"""Are you sure of that, your Majesty?"" asked the trout, with a twinkle in his eye."
gold-tree-and-silver-tree,"""It seems to me it is but a year since she married the gallant young Prince who came from abroad to seek her hand. She returned with him to his own country."""
gold-tree-and-silver-tree,When the Queen heard these words she turned quite cold with rage.
gold-tree-and-silver-tree,She knew that her husband had deceived her.
gold-tree-and-silver-tree,She rose from her knees and went straight home to the Palace.
gold-tree-and-silver-tree,She hid her anger as best she could.
gold-tree-and-silver-tree,"She asked him if he would give orders to have the Long Ship made ready, as she wished to go and visit her dear step-daughter."
gold-tree-and-silver-tree,It was such a very long time since she had seen her.
gold-tree-and-silver-tree,"The King was somewhat surprised at her request, but he was only too glad to think that she had got over her hatred towards his daughter."
gold-tree-and-silver-tree,He gave orders that the Long Ship should be made ready at once.
gold-tree-and-silver-tree,"Soon it was speeding over the water, its prow turned in the direction of the land where the Princess lived, steered by the Queen herself."
gold-tree-and-silver-tree,She knew the course that the boat ought to take.
gold-tree-and-silver-tree,She was in such haste to be at her journey's end that she would allow no one else to take the helm.
gold-tree-and-silver-tree,Now it chanced that Princess Gold-Tree was alone that day.
gold-tree-and-silver-tree,Her husband had gone a-hunting.
gold-tree-and-silver-tree,And as she looked out of one of the Castle windows she saw a boat coming sailing over the sea towards the landing place.
gold-tree-and-silver-tree,She recognised it as her father's Long Ship.
gold-tree-and-silver-tree,She guessed only too well whom it carried on board.
gold-tree-and-silver-tree,She was almost beside herself with terror at the thought.
gold-tree-and-silver-tree,She knew that it was for no good purpose that Queen Silver-Tree had taken the trouble to set out to visit her.
gold-tree-and-silver-tree,She felt that she would have given almost anything she possessed if her husband had but been at home.
gold-tree-and-silver-tree,In her distress she hurried into the servants' hall.
gold-tree-and-silver-tree,"""Oh, what shall I do, what shall I do?"""
gold-tree-and-silver-tree,"she cried, ""for I see my father's Long Ship coming over the sea. I know that my step-mother is on board. And if she hath a chance she will kill me. She hateth me more than anything else upon earth."""
gold-tree-and-silver-tree,Now the servants worshipped the ground that their young Mistress trod on.
gold-tree-and-silver-tree,She was always kind and considerate to them.
gold-tree-and-silver-tree,"When they saw how frightened she was, and heard her piteous words, they crowded round her, as if to shield her from any harm that threatened her."
gold-tree-and-silver-tree,"""Do not be afraid, your Highness,"" they cried; ""we will defend thee with our very lives if need be. But in case thy Lady Step-Mother should have the power to throw any evil spell over thee, we will lock you in the great Mullioned Chamber. Then she cannot get nigh thee at all."""
gold-tree-and-silver-tree,"Now the Mullioned Chamber was a strong-room, which was in a part of the castle all by itself."
gold-tree-and-silver-tree,Its door was so thick that no one could possibly break through it.
gold-tree-and-silver-tree,"The Princess knew that if she were once inside the room, with its stout oaken door between her and her step-mother, she would be perfectly safe from any mischief that that wicked woman could devise."
gold-tree-and-silver-tree,"So she consented to her faithful servants' suggestion, and allowed them to lock her in the Mullioned Chamber."
gold-tree-and-silver-tree,"So it came to pass that when Queen Silver-Tree arrived at the great door of the Castle, and commanded the lackey who opened it to take her to his Royal Mistress."
gold-tree-and-silver-tree,"He told her, with a low bow, that that was impossible, because the Princess was locked in the strong-room of the Castle."
gold-tree-and-silver-tree,"She could not get out, because no one knew where the key was."
gold-tree-and-silver-tree,"(Which was quite true, for the old butler had tied it round the neck of the Prince's favourite sheep-dog."
gold-tree-and-silver-tree,He had sent him away to the hills to seek his master.)
gold-tree-and-silver-tree,"""Take me to the door of the apartment,"" commanded the Queen."
gold-tree-and-silver-tree,"""At least I can speak to my dear daughter through it."""
gold-tree-and-silver-tree,"And the lackey, who did not see what harm could possibly come from this, did as he was bid."
gold-tree-and-silver-tree,"""If the key is really lost, and thou canst not come out to welcome me, dear Gold-Tree,"" said the deceitful Queen."
