document_id,text
how-brave-walter-hunted-wolves,A little back from the high road there stands a house which is called 'Hemgard.'
how-brave-walter-hunted-wolves,"Perhaps you remember the two beautiful mountain ash trees by the reddish-brown palings, and the high gate."
how-brave-walter-hunted-wolves,"Or you remember the garden with the beautiful barberry bushes which are always the first to become grown in spring, and which in summer are weighed down with their beautiful berries."
how-brave-walter-hunted-wolves,Behind the garden there is a hedge with tall aspens which rustle in the morning wind.
how-brave-walter-hunted-wolves,"Behind the hedge is a road, behind the road is a wood, and behind the wood the wide world."
how-brave-walter-hunted-wolves,"But on the other side of the garden there is a lake, and beyond the lake is a village, and all around stretch meadows and fields, now yellow, now green."
how-brave-walter-hunted-wolves,"In the pretty house, which has white window-frames, a neat porch and clean steps, which are always strewn with finely-cut juniper leaves, Walter's parents live."
how-brave-walter-hunted-wolves,"His brother Frederick, his sister Lotta, old Lena, Jonah, Caro and Bravo, Putte and Murre, and Kuckeliku."
how-brave-walter-hunted-wolves,"Caro lives in the dog house, Bravo in the stable, Putte with the stableman, Murre a little here and a little there, and Kuckeliku lives in the hen house, that is his kingdom."
how-brave-walter-hunted-wolves,"Walter is six years old, and he must soon begin to go to school."
how-brave-walter-hunted-wolves,"He cannot read yet, but he can do many other things."
how-brave-walter-hunted-wolves,"He can turn cartwheels, stand on his head, ride see-saw, throw snowballs, play ball, crow like a cock, eat bread and butter and drink sour milk, and tear his trousers."
how-brave-walter-hunted-wolves,"He can wear holes in his elbows, break the crockery in pieces, throw balls through the windowpanes, draw old men on important papers, walk over the flower-beds, eat himself sick with gooseberries, and be well after a whipping."
how-brave-walter-hunted-wolves,"For the rest he has a good heart but a bad memory, and forgets his father's and his mother's admonitions."
how-brave-walter-hunted-wolves,"He so often gets into trouble and meets with adventures, as you shall hear, but first of all I must tell you how brave he was and how he hunted wolves."
how-brave-walter-hunted-wolves,"Once in the spring, a little before Midsummer, Walter heard that there were a great many wolves in the wood, and that pleased him."
how-brave-walter-hunted-wolves,"He was wonderfully brave when he was in the midst of his companions or at home with his brothers and sister, then he used often to say 'One wolf is nothing, there ought to be at least four.'"
how-brave-walter-hunted-wolves,"When he wrestled with Klas Bogenstrom or Frithiof Waderfelt and struck them in the back, he would say 'That is what I shall do to a wolf!'"
how-brave-walter-hunted-wolves,When he shot arrows at Jonas and they rattled against his sheepskin coat he would say: 'That is how I should shoot you if you were a wolf!'
how-brave-walter-hunted-wolves,"Indeed, some thought that the brave boy boasted a little."
how-brave-walter-hunted-wolves,One must indeed believe him since he said so himself.
how-brave-walter-hunted-wolves,"So Jonas and Lena used to say of him 'Look, there goes Walter, who shoots the wolves.'"
how-brave-walter-hunted-wolves,"And other boys and girls would say 'Look, there goes brave Walter, who is brave enough to fight with four.'"
how-brave-walter-hunted-wolves,"There was no one so fully convinced of this as Walter himself, and one day he prepared himself for a real wolf hunt."
how-brave-walter-hunted-wolves,"He took with him his drum, which had holes in one end since the time he had climbed up on it to reach a cluster of rowan berries, and his tin sabre, which was a little broken, because he had with incredible courage fought his way through a whole unfriendly army of gooseberry bushes."
how-brave-walter-hunted-wolves,"He did not forget to arm himself quite to the teeth with his pop-gun, his bow, and his air-pistol."
how-brave-walter-hunted-wolves,"He had a burnt cork in his pocket to blacken his moustache, and a red cock's feather to put in his cap to make himself look fierce."
how-brave-walter-hunted-wolves,"He had besides in his trouser pocket a clasp knife with a bone handle, to cut off the ears of the wolves as soon as he had killed them."
how-brave-walter-hunted-wolves,He thought it would be cruel to do that while they were still living.
how-brave-walter-hunted-wolves,"It was such a good thing that Jonas was going with corn to the mill, for Walter got a seat on the load, while Caro ran barking beside them."
how-brave-walter-hunted-wolves,As soon as they came to the wood Walter looked cautiously around him to see perchance there was a wolf in the bushe.
how-brave-walter-hunted-wolves,He did not omit to ask Jonas if wolves were afraid of a drum.
how-brave-walter-hunted-wolves,'Of course they are' (that is understood) said Jonas.
how-brave-walter-hunted-wolves,Thereupon Walter began to beat his drum with all his might while they were going through the wood.
how-brave-walter-hunted-wolves,When they came to the mill Walter immediately asked if there had been any wolves in the neighbourhood lately.
how-brave-walter-hunted-wolves,"'Alas! yes,' said the miller, 'last night the wolves have eaten our fattest ram there by the kiln not far from here.'"
how-brave-walter-hunted-wolves,"'Ah!' said Walter, 'do you think that there were many?'"
how-brave-walter-hunted-wolves,"'We don't know,' answered the miller."
how-brave-walter-hunted-wolves,"' Oh, it is all the same,' said Walter."
how-brave-walter-hunted-wolves,'I only asked so that I should know if I should take Jonas with me.'
how-brave-walter-hunted-wolves,"'I could manage very well alone with three, but if there were more, I might not have time to kill them all before they ran away.'"
how-brave-walter-hunted-wolves,"'In Walter's place I should go quite alone, it is more manly,' said Jonas. ' No, it is better for you to come too,' said Walter. ' Perhaps there are many.'"
how-brave-walter-hunted-wolves,"'No, I have not time,' said Jonas, 'and besides, there are sure not to be more than three. Walter can manage them very well alone.'"
how-brave-walter-hunted-wolves,"' Yes,' said Walter, 'certainly I could. But, you see, Jonas, it might happen that one of them might bite me in the back, and I should have more trouble in killing them. If I only knew that there were not more than two I should not mind, for them I should take one in each hand and give them a good shaking, like Susanna once shook me.'"
how-brave-walter-hunted-wolves,"'I certainly think that there will not be more than two,' said Jonas, 'there are never more than two when they slay children and rams. Walter can very well shake them without me.' ' But, you see, Jonas,' said Walter, 'if there are two, it might still happen that one of them escapes and bites me in the leg. You see I am not so strong in the left hand as in the right. You can very well come with me, and take a good stick in case there are really two. Look, if there is only one, I shall take him so with both my hands and thrown him living on to his back. He can kick as much as he likes, I shall hold him fast.'"
how-brave-walter-hunted-wolves,"'Now, when I really think over the thing,' said Jonas, 'I am almost sure there will not be more than one. What would two do with one ram? There will certainly not be more than one.'"
how-brave-walter-hunted-wolves,"' But you should come with me all the same, Jonas,' said Walter."
how-brave-walter-hunted-wolves,"'You see I can very well manage one, but I am not quite accustomed to wolves yet, and he might tear holes in my new trousers.'"
how-brave-walter-hunted-wolves,"' Well, just listen,' said Jonas, 'I am beginning to think that Walter is not so brave as people say. First of all Walter would fight against four, and then against three, then two, and then one, and now Walter wants help with one. Such a thing must never be. What would people say? Perhaps they would think that Walter is a coward?'"
how-brave-walter-hunted-wolves,"'That's a lie,' said Walter, 'I am not at all frightened, but it is more amusing when there are two. I only want someone who will see how I strike the wolf and how the dust flies out of his skin.'"
how-brave-walter-hunted-wolves,"' Well, then, Walter can take the miller's little Lisa with him. She can sit on a stone and look on,' said Jonas. ' No, she would certainly be frightened,' said Walter, 'and how would it do for a girl to go wolf-hunting? Come with me, Jonas, and you shall have the skin, and I will be content with the ears and the tail.'"
how-brave-walter-hunted-wolves,"'No, thank you,' said Jonas, 'Walter can keep the skin for himself. Now I see quite well that he is frightened. Fie, shame on him!'"
how-brave-walter-hunted-wolves,This touched Walter's pride very near.
how-brave-walter-hunted-wolves,"'I shall show that I am not frightened,' he said."
how-brave-walter-hunted-wolves,"And so he took his drum, sabre, cock's feather, clasp-knife, pop-gun and air-pistol, and went off quite alone to the wood to hunt wolves."
how-brave-walter-hunted-wolves,"It was a beautiful evening, and the birds were singing in all the branches."
