document_id,text
notscha,The oldest daughter of the Ruler of Heaven had married the great general Li Dsing.
notscha,"Her sons were named Gintscha, Mutscha and Notscha."
notscha,"But when Notscha was given her, she dreamed at night that a Taoist priest came into her chamber and said: ""Swiftly receive the Heavenly Son!"""
notscha,And straightway a radiant pearl glowed within her.
notscha,And she was so frightened at her dream that she awoke.
notscha,"And when Notscha came into the world, it seemed as though a ball of flesh were turning in circles like a wheel, and the whole room was filled with strange fragrances and a crimson light."
notscha,"Li Dsing was much frightened, and thought it was an apparition."
notscha,"He clove the circling ball with his sword, and out of it leaped a small boy whose whole body glowed with a crimson radiance."
notscha,But his face was delicately shaped and white as snow.
notscha,"About his right arm he wore a golden armlet and around his thighs was wound a length of crimson silk, whose glittering shine dazzled the eyes."
notscha,"When Li Dsing saw the child he took pity on him and did not slay him, while his wife began to love the boy dearly."
notscha,"When three days had passed, all his friends came to wish him joy."
notscha,"They were just sitting at the festival meal when a Taoist priest entered and said: ""I am the Great One. This boy is the bright Pearl of the Beginning of Things, bestowed upon you as your son. Yet the boy is wild and unruly, and will kill many men. Therefore I will take him as my pupil to gentle his savage ways."""
notscha,Li Dsing bowed his thanks and the Great One disappeared.
notscha,When Notscha was seven years old he once ran away from home.
notscha,"He came to the river of nine bends, whose green waters flowed along between two rows of weeping-willows."
notscha,"The day was hot, and Notscha entered the water to cool himself."
notscha,He unbound his crimson silk cloth and whisked it about in the water to wash it.
notscha,"But while Notscha sat there and whisked about his scarf in the water, it shook the castle of the Dragon-King of the Eastern Sea to its very foundations."
notscha,"So the Dragon-King sent out a Triton, terrible to look upon, who was to find out what was the matter."
notscha,When the Triton saw the boy he began to scold.
notscha,"But the latter merely looked up and said: ""What a strange-looking beast you are, and you can actually talk!"""
notscha,"Then the Triton grew enraged, leaped up and struck at Notscha with his ax."
notscha,"But the latter avoided the blow, and threw his golden armlet at him."
notscha,The armlet struck the Triton on the head and he sank down dead.
notscha,"Notscha laughed and said: ""And there he has gone and made my armlet bloody!"""
notscha,"And he once more sat down on a stone, in order to wash his armlet."
notscha,Then the crystal castle of the dragon began to tremble as though it were about to fall apart.
notscha,And a watchman also came and reported that the Triton had been slain by a boy.
notscha,So the Dragon-King sent out his son to capture the boy.
notscha,"And the son seated himself on the water-cleaving beast, and came up with a thunder of great waves of water."
notscha,"Notscha straightened up and said: ""That is a big wave!"""
notscha,"Suddenly he saw a creature rise out of the waves, on whose back sat an armed man who cried in a loud voice: ""Who has slain my Triton?"""
notscha,"Notscha answered: ""The Triton wanted to slay me so I killed him. What difference does it make?"""
notscha,Then the dragon assailed him with his halberd.
notscha,"But Notscha said: ""Tell me who you are before we fight."""
notscha,"""I am the son of the Dragon-King,"" was the reply."
notscha,"""And I am Notscha, the son of General Li Dsing. You must not rouse my anger with your violence, or I will skin you, together with that old mud-fish, your father!"""
notscha,"Then the dragon grew wild with rage, and came storming along furiously."
notscha,"But Notscha cast his crimson cloth into the air, so that it flashed like a ball of fire, and cast the dragon-youth from his breast."
notscha,"Then Notscha took his golden armlet and struck him on the forehead with it, so that he had to reveal himself in his true form as a golden dragon, and fall down dead."
notscha,"Notscha laughed and said: ""I have heard tell that dragon-sinews make good cords. I will draw one out and bring it to my father, and he can tie his armor together with it."""
notscha,And with that he drew out the dragon's back sinew and took it home.
notscha,"In the meantime the Dragon-King, full of fury, had hastened to Notscha's father Li Dsing and demanded that Notscha be delivered up to him."
notscha,"But Li Dsing replied: ""You must be mistaken, for my boy is only seven years old and incapable of committing such misdeeds."""
notscha,"While they were still quarreling Notscha came running up and cried: ""Father, I'm bringing along a dragon's sinew for you, so that you may bind up your armor with it!"""
notscha,Now the dragon broke out into tears and furious scolding.
notscha,"He threatened to report Li Dsing to the Ruler of the Heaven, and took himself off, snorting with rage."
notscha,"Li Dsing grew very much excited, told his wife what had happened, and both began to weep."
notscha,"Notscha, however, came to them and said: ""Why do you weep? I will just go to my master, the Great One, and he will know what is to be done."""
notscha,And no sooner had he said the words than he had disappeared.
notscha,He came into his master's presence and told him the whole tale.
notscha,"The latter said: ""You must get ahead of the dragon, and prevent him from accusing you in Heaven!"""
notscha,"Then he did some magic, and Notscha found himself set down by the gate of Heaven, where he waited for the dragon."
notscha,"It was still early in the morning; the gate of Heaven had not yet been opened, nor was the watchman at his post."
notscha,But the dragon was already climbing up.
notscha,"Notscha, whom his master's magic had rendered invisible, threw the dragon to the ground with his armlet, and began to pitch into him."
notscha,The dragon scolded and screamed.
notscha,"""There the old worm flounders about,"" said Notscha, ""and does not care how hard he is beaten! I will scratch off some of his scales."""
notscha,"And with these words he began to tear open the dragon's festal garments, and rip off some of the scales beneath his left arm, so that the red blood dripped out."
notscha,Then the dragon could no longer stand the pain and begged for mercy.
notscha,"But first he had to promise Notscha that he would not complain of him, before the latter would let him go."
notscha,"And then the dragon had to turn himself into a little green snake, which Notscha put into his sleeve and took back home with him."
