question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,who was sitting in the chimney-corner?,explicit,the old poet,,,,,,
2,local,1,feeling,,how did the old poet feel during the storm?,explicit,warm and comfortable,,,,,,
3,local,1,causal relationship,,why would people outside get wet?,implicit,because there was a rain storm,they don't have a roof to protect them from the rain,,,,,
4,local,2,character,,who came to the poet's door?,explicit,a child,,,,,,
5,local,2,action,,what did the child say while knocking?,explicit,"let me in, let me in",,,,,,
6,local,2,causal relationship,,why did the boy ask to come inside?,implicit,he was cold and wet,he was in the rain,he would have died in the storm,,,,
7,local,3,action,,what did the poet offer the child?,explicit,wine and roasted apples,,,,,,
8,local,4,action,,what did the boy do after he jumped down from the poet's lap?,explicit,danced around,,,,,,
9,local,4,character,,what is the boy's name?,explicit,cupid,,,,,,
10,local,5,prediction,,who will the poet tell about naughty cupid?,explicit,all the children,,,,,,
11,local,5,causal relationship,,why did the poet cry?,implicit,because cupid shot an arrow into his heart,cupid shot him with an arrow,he was in paid from the arrow,,,,
12,local,6,causal relationship,,why does cupid dress up like a student?,implicit,so he can be sneaky,so they won't know it's him,so he can thrust an arrow into their hearts,,,,
13,local,6,setting,,where does cupid sit at the play?,explicit,on the great chandelier,,,,,,
14,local,7,action,,what did cupid do to your old grandmother?,explicit,shot an arrow at her,,,,,,
15,summary,"2, 6, 7",causal relationship,,why did cupid really show up at the poet's door?,implicit,to shoot an arrow at him,to thrust an arrow into his heart,to trick the poet and stab him with an arrow,,,,
