question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,causal relationship,,Why was Jemima Puddle-duck annoyed?,explicit,because the farmer's wife would not let her hatch her own eggs,,,,,,
2,local,1,causal relationship,,Why was Mrs. Rebeccah Puddle-duck willing to leave the hatching to someone else?,implicit,She does not have the patience to sit on a nest for twenty-eight days.,She doesn't have the patience to wait for twenty-eight days.,,,,,
3,local,2,action,,What did Jemina Puddle-Duck see when she reached the top of the hill?,explicit,a wood in the distance,,,,,,
4,local,3,action,,Who did Jemima find upon the stump?,explicit,an elegantly dressed gentleman reading a newspaper,,,,,,
5,local,4,character,,How does the story describe the gentleman's appereance?,explicit,He had a long bushy tail which he was sitting upo. He also had sandy whiskers.,,,,,,
6,local,5,setting,,What was the dismal-looking house built of?,explicit,faggots and turf,,,,,,
7,local,5,causal relationship,,why was the shed almost suffocating?,explicit,The shed was almost quite full of feather.,,,,,,
8,local,6,action,,What did the  gentleman promise to Jemina?,explicit,He promised to take great of her nest until she came back again next day.,,,,,,
9,local,6,causal relationship,,Why does Jemima decide to bring a bag of corn?,implicit,so that she doesn't need to leave the next until the eggs are hatched,Also they might catch a cold.,,,,,
10,local,7,action,,What did Jemima get from the kitchen?,explicit,two onions,,,,,,
11,local,7,action,,What did collie trot down the village to look for?,explicit,two fox-hound puppies,,,,,,
12,local,8,outcome resolution,,What happened when Jemina entered into the ouse?,explicit,"Someone with a black nose sniffed at the bottom of the door, and then locked it.",,,,,,
13,local,9,action,,What did the puppiess do?,explicit,They gobbled up all the eggs.,,,,,,
