question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,2,character,,What is the name of the cat?,explicit,Ribby,,,,,,
2,local,2,character,,What is the name of the dog,explicit,Duchess,,,,,,
3,local,2,action,,What does Ribby bake something in?,explicit,a pie dish with pink rim,,,,,,
4,local,3,causal relationship,,Why does Duchess say that something is very strange?,implicit,because she was about to invite Ribby to supper,because she was just going to invite Ribby there,,,,,
5,local,3,causal relationship,,Why did Ribby change the wording of her last words?,explicit,She thought that it did not look quite polite.,,,,,,
6,local,4,action,,What is the similarity between Duches' and Riby's pies?,explicit,They were both bought at Tabitha Twitchit's.,,,,,,
7,local,5,action,,What does Duchess decide to do?,explicit,to put her pie into Ribby's oven when Ribby isn't there,,,,,,
8,local,6,action,,Where did Ribby put her pie?,explicit,into the lower oven with the stiff door,,,,,,
9,local,6,causal relationship,,Why did Ribby take out all the bones?,explicit,because Duchess did nearly choke herself with a fish-bone last time,,,,,,
10,local,8,causal relationship,,Why did Ribby go to the village shop?,explicit,"to buy a packet of tea, a pound of lump sugar, and a pot of marmalade",,,,,,
11,local,9,feeling,,How did Cousin Tabithan feel after the conversation?,explicit,disdainful,,,,,,
12,local,9,action,,Where did Ribby stop by before going home?,explicit,Timothy Baker's,,,,,,
13,local,10,outcome resolution,,What happened when Ribby opened the bottom oven door?,explicit,There began to be a pleasing smell of baked mouse!,,,,,,
14,local,11,action,,What did Duchess prepare as a present for Ribby?,explicit,a bunch of flowers,,,,,,
15,local,11,causal relationship,,Why was Ribby glad that she used the bottom over?,explicit,The top one would certainly have been very much too hot.,,,,,,
16,local,12,action,,What does Duchess ask Ribby to place upon her nose?,explicit,sugar,,,,,,
17,local,14,outcome resolution,,What was happening to the pie-dish?,explicit,It was emptying rapidly.,,,,,,
18,local,15,causal relationship,,Why does Duchess not put any article of metal in puddings or pies?,implicit,because his great-aunt died of a thimble in a Christmas plum-pudding,his great-aunt Squintina died from a thimble in pudding,,,,,
19,local,15,action,,Why does Duchess believe he swallowed?,explicit,a large tin patty-pan with a sharp scalloped edge,,,,,,
20,local,16,causal relationship,,What was conspicuous about the doctor?,explicit,He hopped so fast that Ribby had to run.,All the village could see that Ribby was fetching the doctor.,,,,,
21,local,17,feeling,,How was Duchess feeling while Ribby was hunting for the doctor?,explicit,very unhappy,,,,,,
22,local,18,action,,What was in the top oven?,implicit,a fine brown pie with a steamy flavour of veal and ham,,,,,,
23,local,18,action,,What does the doctor recommend Duchess to take?,explicit,a bread pill,,,,,,
24,local,19,action,,What was laying down in the middle of Ribby's yard?,explicit,a pink and white pie dish lying smashed,,,,,,
