question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,action,,How long had Hans served his master for?,explicit,seven years,,,,,,
2,local,1,action,,What did the master give to Hans?,explicit,a lump of gold as big as his head,,,,,,
3,local,2,causal relationship,,Why did Hans complain about carrying the lump of gold?,implicit,It was very heavy.,It hurt his shoulder to carry.,It was heavy on his shoulders.,,,,
4,local,2,character,,Who did Hans give his lump of gold to?,explicit,the horseman,,,,,,
5,local,3,feeling,,How did Hans feel when he sat upon the horse?,explicit,glad at heart,,,,,,
6,local,3,character,,Who caught the horse?,explicit,a peasant,,,,,,
7,local,4,action,,What did Hans trade his horse for?,explicit,a cow,,,,,,
8,summary,"3,4",causal relationship,,Why did Hans trade his horse for the cow?,implicit,because the horse was difficult to ride,"because he could have the cow's milk, butter, and cheese",because it is difficult to ride the hose,,,,
9,local,5,action,,What did Hans buy with his last two farthings?,explicit,a half a glass of beer,,,,,,
10,local,5,feeling,,How did Hans begin to feel?,explicit,"very hot, and so thirsty that his tongue clove to the roof of his mouth",,,,,,
11,local,6,character,,Who came by wheeling along a pig in a wheelbarrow?,explicit,a butcher,,,,,,
12,local,7,action,,What did the butcher give in exchange for the cow?,explicit,a pig,,,,,,
13,local,8,causal relationship,,Why did the peasant warn that Hans could be thrown into a dark hole?,implicit,because the pig he had was stolen,because a pig was stolen from a nearby village and it might be the same one Hans has,,,,,
14,local,8,action,,What does Hans ask for in exchange for his pig?,explicit,a goose,,,,,,
15,local,9,action,,What did the knife-grinder sing?,explicit,"My scissors I grind, and my wheel I turn; And all good fellows my trade should learn, For all that I meet with just serves my turn.",,,,,,
16,local,11,feeling,,How did Hans feel when he carried off the stone?,implicit,content,joyful,,,,,
17,local,12,causal relationship,,Why did Hans feel tired?,explicit,he had been on his legs since daybreak,,,,,,
18,local,12,outcome resolution,,What happened to the stones when he stooped to get a drink?,explicit,they both fell into the water,,,,,,
19,local,13,setting,,Where did Hans go?,explicit,to his mother's house,,,,,,
