question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who was the specter?,explicit,Torre Jeppe,,,,,,
2,local,1,action,,What did the specter do?,explicit,sat night by night,,,,,,
3,local,1,character,,What was the girl known to be?,explicit,brave,,,,,,
4,local,1,action,,What did the girl want for her trouble?,explicit,a dress of home-spun wool,,,,,,
5,local,1,causal relationship,,Why did the three tailors promise the girl the dress?,explicit,They did not believe the girl would dare such a venture.,,,,,,
6,local,1,causal relationship,,Why did the girl agree to fetch back Torre Jeppe?,implicit,She was brave.,She wanted the dress.,She wanted to prove herself.,,,,
7,local,1,action,,What were the men doing while working at a farmstead in the neighborhood?,explicit,laughing and joking,,,,,,
8,local,2,action,,What did the girl do when she reached the church?,explicit,"took Torre Jeppe on her back, carried him home and sat him down on the bench beside the tailors",,,,,,
9,local,1,prediction,feeling,How will the tailors feel if the girl brings back Torre Jeppe?,implicit,shocked,scared,surprised,,,,
10,local,2,action,,What did the tailors beg the girl to do?,explicit,deliver them from the specter,,,,,,
11,local,2,causal relationship,,Why did the tailors promise to give the girl another dress?,implicit,They wanted her to take Torre Jeppe away.,They were afraid of Torre Jeppe.,,,,,
12,local,3,action,,What did Torre Jeppe do when she tried to set him down?,explicit,clasped his arms firmly about her neck,,,,,,
13,local,3,setting,,Where did Torre Jeppe want the girl to go?,explicit,the brook,,,,,,
14,local,4,action,,What did the girl find where the phantom had been sitting?,explicit,a bushel of silver coin,,,,,,
15,summary,"3,4",outcome resolution,,What happened because the girl did what Torre Jeppe asked?,explicit,She found a bushel of silver coin.,Torre Jeppe was never seen again.,,,,,
