question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who were the two scholars?,explicit,Liu Tschen,Yuan Dschau,,,,,
2,local,1,setting,,Where did the two scholars go together on one spring day?,explicit,to the hills of Tian Tai,,,,,,
3,local,1,causal relationship,,Why did the scholars go to the hills of Tian Tai?,explicit,gather curative herbs,,,,,,
4,local,1,character,,Who were beautiful beyond all telling?,explicit,two maidens,,,,,,
5,local,2,setting,,Where did the two maidens lead the scholars?,explicit,into the cave,,,,,,
6,local,2,causal relationship,,Why were the maidens getting married to the scholars?,implicit,The maidens believed they were destined for the two scholars.,The maidens waited for their destined partners to come.,,,,,
7,local,3,action,,What did the scholars do every day after they got married?,explicit,gazed at the flowers or played chess so that they forgot the mundane world completely,,,,,,
8,local,4,action,,What did the maidens do after the scholars were overcome by homesickness?,explicit,"prepared a farewell banquet, gave the scholars magic wine to take along with them and said: ""We will see one another again. Now go your way!""",,,,,,
9,local,4,feeling,,How did the scholars feel when they bade the maidens farewell?,implicit,sad,upset,,,,,
10,local,5,outcome resolution,,What happened when the two scholars reached home?,explicit,"the gates and doors had long since vanished, and the people of the village were all strangers to them.",,,,,,
11,local,5,action,,What did the people of the village do when they saw the two scholars?,explicit,crowded about the scholars and asked who they might be.,,,,,,
12,local,5,feeling,,How did the servant feel when he saw his master again?,explicit,great joy,,,,,,
13,local,5,outcome resolution,,What happened after Liu Tschen went away?,explicit,The villagers had no news of any kind regarding him some seventy years or more have passed.,,,,,,
14,local,6,feeling,,How did the old lady feel when the master returned?,implicit,happy,joyful,,,,,
15,local,7,causal relationship,,Why did the old lady believe that she would never see Liu Tschen again?,explicit,He went away among the immortals.,,,,,,
16,local,6,character,,"Who is nearly a hundred years old, but fortunately is still strong and in good health?",explicit,the mistress,,,,,,
17,local,10,action,,What did the Liu Tschen do to drive away old age?,explicit,drew out his magic wine and gave his wife some of it to drink,,,,,,
18,local,9,character,,"Who had white-haired, wrinkled old lady?",explicit,the scholar's wife,,,,,,
19,local,10,outcome resolution,,What happened when the Liu Tschen's wife had taken three glasses?,explicit,"her white hair gradually turned black again, her wrinkles disappeared, and she sat beside her husband, a handsome young woman.",,,,,,
20,local,9,causal relationship,,Why did all the young people in the circle looked around and laughed?,explicit,The scholar himself still looked like a youth of twenty years,,,,,,
21,local,10,action,,What did the emperor do when he heard about the tale?,explicit,wanted to call Liu to his court,,,,,,
22,local,10,action,,What did the Liu Tschen send the emperor?,explicit,his magic wine,,,,,,
23,local,10,feeling,,How did the emperor feel when he received the magic wine?,explicit,pleased,,,,,,
24,local,11,causal relationship,,Why was Yuan Dschau not so fortunate?,explicit,"When he came home he found that his wife and child had long since died, and his grand-children and great-grand-children were mostly useless people.",,,,,,
25,local,11,setting,,Where did Yuan Dschau return to?,explicit,the hills,,,,,,
