question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,What animal does the money-box look like?,explicit,a pig,,,,,,
2,local,1,causal relationship,,Why was there a slit in the pig?,implicit,so money can slip through,so coins and dollars can go inside,,,,,
3,local,1,setting,,What room is the money-box in?,explicit,the nursery,,,,,,
4,local,2,feeling,,How did the pig feel about himself,implicit,proud,confident,better than the others,,,,
5,local,2,causal relationship,,Why didn't the other toys talk about how valuable the pig was?,explicit,there were so many other things to talk about,,,,,,
6,local,2,character,,Which toy was inside the drawer that was partly open?,explicit,a large doll,,,,,,
7,local,3,feeling,,How did the engravings feel about the game?,explicit,excited,,,,,,
8,local,3,action,,What did the wagon say?,implicit,"they can't all be noble, some have to be workers",he'll help with the work in the game,,,,,
9,local,4,character,,Who received a written invitation?,explicit,the money-pig,,,,,,
10,local,4,causal relationship,,Why did they send the money-pig a written invitation?,implicit,he's high up and they didn't think he would hear,because they worried the verbal invitation wouldn't be good enough,,,,,
11,local,4,action,,What did the game begin with?,implicit,a tea party and discussion,a conversation for mental improvement,talking about what they all do,,,,
12,local,5,character,,Wow did the bamboo cane hold himself?,explicit,stiff and proud,,,,,,
13,local,5,action,,What was the audience asked to do when they liked the play?,explicit,"applaud, stamp, and crack",,,,,,
14,local,6,causal relationship,,Why did the characters only turn one side to the audience?,implicit,they were only painted on one side,they were only meant to be seen from one side,,,,,
15,local,6,action,,What did the money-pig decide to do for one of the players?,implicit,add them to his will,have them buried in the family vault,,,,,
16,local,7,action,,Where did the money-box fall?,explicit,on the ground,,,,,,
17,local,7,outcome resolution,,What happened to him when he fell?,explicit,he broke into pieces,,,,,,
18,local,7,causal relationship,,Why couldn't the new money pig rattle?,explicit,he didn't have a thing inside him yet,,,,,,
19,summary,"5,6",feeling,,How did the audience feel about the comedy show?,implicit,amused,happy,excited,,,,
