question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where had John Blessom gone down to?,explicit,Copenhagen,,,,,,
2,local,1,action,,What did John have on Christmas Eve?,explicit,had speech with a gentleman in authority,,,,,,
3,local,1,causal relationship,,Why was John going along in a low-spirited manner?,explicit,He was homesick.,,,,,,
4,local,1,character,,What was the man from Vaage wearing?,explicit,"a white blouse, with a knapsack, and buttons as big as silver dollars",,,,,,
5,local,2,causal relationship,,Why was the man walking very fast?,explicit,He was in a hurry.,He had to get back to Vaage that very evening.,,,,,
6,local,2,action,,What could the man's horse do?,explicit,cover a mile in twelve steps,,,,,,
7,local,2,feeling,,How did John feel when he heard the man was headed to Vaage?,implicit,sad,envious,jealous,,,,
8,local,2,action,,What did John spy when they began to hurry on?,explicit,a skull on a pole,,,,,,
9,local,3,outcome resolution,,What happened because John forgot one of his gloves?,explicit,His hand was freezing.,,,,,,
10,local,3,action,,What did the man make John promise?,explicit,to not look around when he heard a roaring and notice a flare of light.,,,,,,
11,local,4,feeling,,How did John feel towards the man?,implicit,grateful,thankful,happy,,,,
12,local,4,action,,What did the man do when he heard the roaring in Jutulsberg?,explicit,forgot what he had promised,turned his head to see what was happening,,,,,
13,local,4,action,character,What remained as long as John had lived?,explicit,John's head was twisted.,,,,,,
14,local,4,character,,Who stood in the midst of it all?,explicit,a giant,the man with whom John had driven,,,,,
