question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,causal relationship,,Why were Finn and his gigantic relatives at the Giant's Causeway?,explicit,to make a bridge,,,,,,
2,local,1,setting,,Where did Finn work?,explicit,the Giant's Causeway,,,,,,
3,local,1,outcome resolution,,What happened after Finn lopped off the roots and branches of a fir-tree?,explicit,He made a walking-stick of it and set out on his way to Oonagh.,,,,,,
4,local,1,setting,,Where did Finn live?,explicit,on Knockmany Hill,,,,,,
5,local,1,character,,Who was Finn's wife?,explicit,Oonagh,,,,,,
6,local,1,causal relationship,,Why was Far Rua well-known?,explicit,No other giant could stand before him.,"When well vexed, he could give a stamp that shook the country about him.",,,,,
7,local,2,action,,What did Finn do to avoid Far Rua?,explicit,kept dodging about from place to place,,,,,,
8,local,2,causal relationship,,Why was Far Rua coming to Causeway?,explicit,to have a trial of strength with Finn,,,,,,
9,local,2,feeling,,How did Finn's wife feel being alone?,explicit,lonely,uncomfortable,,,,,
10,local,3,causal relationship,,Why did Finn give a short good-humored cough and laugh heartily?,explicit,to show Oonagh how much he was delighted that she made herself happy in his absence,,,,,,
11,summary,"1,3",action,,What did Far Rua always carry with him?,explicit,a thunderbolt,,,,,,
12,local,3,action,,What did Finn always do to prophesize or know anything?,explicit,clapped his thumb in his mouth,,,,,,
13,local,3,setting,,Where did Finn prophesize Far Rua was at?,explicit,Dungannon,,,,,,
14,local,3,character,,Who had been troubling Finn?,explicit,Far Rua,,,,,,
15,local,4,causal relationship,,Why did Finn's heart quiet?,explicit,He knew that Oonagh was hand-and-glove with the fairies.,,,,,,
16,local,4,character,,Who was Oonagh's sister?,explicit,Granua,,,,,,
17,local,4,setting,,Where did Granua live?,explicit,on the very top of Cullamore,opposite to Finn and Oonagh,,,,,
18,local,4,action,,What did Oonagh and Granua do on summer evenings?,explicit,held many agreeable conversation across the valley,,,,,,
19,local,4,action,,What was Granua doing when Oonagh spoke to her?,explicit,picking bilberries at Althadhawn,picking bilberries at the Devil's Glen,,,,,
20,local,4,action,,What did Granua see when she looked about?,explicit,the biggest giant that ever was known coming up from Dungannon,,,,,,
21,local,5,causal relationship,,Why did Granua say she would tell Far Rua to refresh himself at Cullamore?,explicit,to give Oonagh and Finn time to think of some plan to get themselves out of the scrape,,,,,,
22,local,5,action,,What did Granua want from Oonagh?,explicit,"fifteen or sixteen tubs, or the largest miscaun",,,,,,
23,local,5,outcome resolution,,What happened after Oonagh threw the miscaun?,explicit,"The miscaun fell about half-way between the two hills at the edge of the Broad Bog, near Augher.",,,,,,
24,local,5,action,,What did Oonagh forget to do before throwing the miscaun?,explicit,say the charm that was to send it up,,,,,,
25,local,6,action,,What did the miscaun turn into?,explicit,a grey stone,,,,,,
