question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did the little farmer and his wife live?,explicit,near Coolgarrow,,,,,,
2,local,1,action,,What did the wife always think about?,explicit,her family and her farm,,,,,,
3,local,1,action,,What did the wife do while her family was at Mass?,explicit,called to consult a fairy man about a disorder one of her cows had,,,,,,
4,local,1,causal relationship,,Why was the wife sorry the whole day after she was late to Mass?,explicit,Her husband was in grief about it.,,,,,,
5,local,1,outcome resolution,,What happened after the husband was upset with his wife?,implicit,His wife disappeared.,His wife left.,,,,,
6,local,2,feeling,,How did the family feel after the wife disappeared?,implicit,sad,upset,unhappy,,,,
7,local,2,causal relationship,,Why was the poor man miserable enough?,explicit,He was as fond of his woman as she was of him.,,,,,,
8,local,2,causal relationship,,Why were the poor children neglected and dirty?,implicit,Their mother was gone.,Their mother was not there to take care of the kids.,,,,,
9,local,2,outcome resolution,,What happened six weeks after the wife disappeared?,explicit,"A neighbour came up to him, and kept step by step with him to the field, and this is what she told him.",,,,,,
10,local,2,character,,Who took care of the kids?,explicit,a kind neighbor and a nurse,,,,,,
11,local,3,action,,What did the neighbor hear last night?,explicit,a horse's tramp on the grass and a knock at the door,,,,,,
12,local,3,character,,Who was at the door?,explicit,a fine-looking dark man,,,,,,
13,local,3,causal relationship,,Why did the fine-looking dark man want the neighbor to come out?,explicit,A lady was in great want of her.,,,,,,
14,local,3,setting,,Where did the fine-looking dark man take the neighbor to?,explicit,a bedroom,a castle,,,,,
15,local,3,action,,What did the lady give to the neighbor?,explicit,a bottle of green ointment,,,,,,
16,local,4,causal relationship,,Why was the neighbor so frightened?,explicit,"The beautiful room was a big, rough clay; and the lady, and the lord, and the child weazened, poverty-bitten creatures and the rich dresses were old rags.",,,,,,
17,local,4,causal relationship,,Why was Molly brought to the castle?,explicit,to nurse the child of the king and queen of the fairies,,,,,,
18,local,4,action,,How could Molly be saved?,explicit,"If John could catch her by the hand or cloak when she rid  by, and had courage not to let go his grip.",,,,,,
19,local,4,outcome resolution,,What happened after the neighbor turned to leave the castle?,implicit,Molly told the neighbor how to save her.,Molly told the neighbor what was the one chance of saving her.,,,,,
20,local,4,action,,What did Molly order the neighbor to not do?,explicit,open her mouth to answer,,,,,,
21,local,5,setting,,Where was the neighbor after she left the castle?,explicit,in the dyke of the Rath of Cromogue,,,,,,
22,local,5,action,,What did the king slip into the neighbor's hand?,explicit,five guineas,,,,,,
23,local,5,outcome resolution,,What happened after the neighbor checked on her five guineas in the morning?,explicit,She found five withered leaves of oak.,,,,,,
24,local,5,causal relationship,,Why was the neighbor concerned after she found five withered leaves of oak?,implicit,It was bad luck.,She knew that it was bad luck.,,,,,
25,local,5,feeling,,How did the poor man feel while he heard this story?,explicit,fright,joy,grief,,,,
26,local,6,character,,Who did the neighbor see?,implicit,the poor man's wife,his wife,,,,,
27,local,6,action,,What did the neighbor want to do after she saw the poor man's wife?,explicit,"walk on quietly, as if they suspected nothing, and when they were passing she would give him a shove",,,,,,
28,local,6,outcome resolution,,What happened after the neighbor said she saw bridles jingling and feathers tossing?,explicit,"He looked, but could see nothing.",,,,,,
29,local,6,feeling,,How did the neighbor feel after she saw the poor man's wife coming?,implicit,surprised,astonished,amazed,,,,
30,local,7,feeling,,How did the neighbor and the poor man feel after they walked towards his wife?,implicit,nervous,anxious,,,,,
31,local,7,action,,What did the poor man hear as he was walking?,explicit,a faint jingle and trampling and rustling,,,,,,
32,local,7,outcome resolution,,What happened after the poor man got the push that the neighbor promised?,explicit,"He spread out his arms, and there was his wife's waist within them, and he could see her plain.",,,,,,
33,local,7,action,,What did the poor man find himself surrounded by?,explicit,horrible-looking things,,,,,,
34,local,7,outcome resolution,,What happened after the poor man held onto his wife?,explicit,"Everything was as silent as the grave, and the poor woman lying in a faint in the arms of her husband and her good neighbour.",,,,,,
35,local,8,setting,,Where was the wife on Thursday?,explicit,at the market of Enniscorthy,,,,,,
36,local,8,character,,Who did the wife see at the market of Enniscorthy?,explicit,the Dark Man,,,,,,
