question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,action,,What was Aggo Dah Gauda punished with for using that foot against a venerable medicine man?,explicit,"one leg looped up to his thigh, so that he was obliged to get along by hopping",,,,,,
2,local,1,character,,Who had a beautiful daughter?,explicit,Aggo Dah Gauda,,,,,,
3,local,1,action,,What did Aggo consider to be his chief care?,explicit,secure his daughter from being carried off by the king of the buffalos,,,,,,
4,local,1,setting,,Where did Aggo live?,explicit,"in great state, having a log house of his own, and a court-yard which extended from the sill of his front-door as many hundred miles westward as he chose to measure it",,,,,,
5,local,1,action,,What did Aggo advise his daughter to do?,explicit,"keep within doors, and by no means to go far in the neighborhood",,,,,,
6,local,1,causal relationship,,Why did Aggo tell his daughter to keep within doors?,explicit,She would otherwise be sure to be stolen away.,The buffalo-king spent night and day lurking about and lying in wait to seize her.,,,,,
7,local,2,action,,What did Aggo do before he left the lodge?,explicit,reminded his daughter of her strange and industrious lover,,,,,,
8,local,2,feeling,,How did Aggo feel going fishing?,explicit,in high spirits,,,,,,
9,local,2,action,,What was Aggo prepared to do?,explicit,go out a-fishing,,,,,,
10,summary,"2,3",character,,Who did Aggo suspect was singing?,explicit,the king of the buffalos,,,,,,
11,local,3,action,prediction,What will the daughter do since she does not want to be kept in doors?,explicit,get on top of the house and comb and dress her hair,,,,,,
12,local,4,causal relationship,,Why did the king of the buffalos place the daughter upon the back of one of his favorite buffalos?,explicit,to make sure of her by means of her drooping tresses,,,,,,
13,local,4,setting,,Where did the king of the buffalos plunge into that bounded his land?,explicit,a river,,,,,,
14,local,4,action,,What did the daughter do at the lodge of the king of the buffalos?,explicit,"sat pensive and disconsolate in the lodge, among the other females",scarcely ever spoke,did not take the least interest in the affairs of the king's household,,,,
15,local,4,action,,How did the king of the buffalos try to win the daughter's affection?,explicit,labored with great zeal,breathed forth to her every soft and gentle word he could think of,,,,,
16,local,5,outcome resolution,,What happened to the king after the daughter was not content with these proofs of attachment?,explicit,"He fasted from all food, and having thus purified his spirit and cleared his voice.",He took his Indian flute and gave vent to his feelings in pensive echoes.,,,,,
17,local,5,causal relationship,,"Why did the king go out hunting to obtain the most dainty meats, both of animals and wild fowl?",explicit,to pleasure Aggo's daughter's palate,,,,,,
18,local,5,causal relationship,,Why did the king enjoin a special edict on the pain of instant death?,explicit,to give to Aggo's daughter every thing that she wanted,to be careful not to displease Aggo's daughter,,,,,
