question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,What are the names of the man and his wife?,explicit,Simon and Susan,,,,,,
2,local,1,causal relationship,,Why is Simon upset with the old cat?,explicit,because she never catches any mice therefore is useless,,,,,,
3,local,1,action,,What does Simon decide to do to the cat?,explicit,to drown her,,,,,,
4,local,2,feeling,,How did Susan and the cat feel after hearing what Simon has planned for the cat?,explicit,unhappy,,,,,,
5,local,3,causal relationship,,Why is Simon upset with the old dog?,explicit,"Because he is quite deaf and blind and invariably barks when there is no need, and makes no sound when there is.",,,,,,
6,local,3,action,,What does Simon decide to do to the dog?,explicit,to hang him,,,,,,
7,local,5,action,,Who did the cat and the dog meet on their travels?,explicit,a fox,,,,,,
8,local,5,action,,How does the fox respond to the cat and the dog?,implicit,describes that as the way of the world,decides to help them regain the master's favour if they help him first,,,,,
9,local,6,action,,What has been going on between the wolf and the fox?,explicit,The wolf has declared war against the fox.,There will be a fierce battle tomorrow.,,,,,
10,local,7,action,,Who did wolf and the boar see at the third time they looked around?,explicit,the cat,,,,,,
11,local,8,outcome resolution,,What do the wolf and the boar decide to do?,implicit,They decide to take a nap thinking that the enemy won't be here anytime soon.,,,,,,
12,local,8,causal relationship,,Why did the cat pounce upon the wild boar's ear?,explicit,thinking that it was a mouse in the straw,,,,,,
13,local,9,causal relationship,,Why did the cat scramble the bear's face?,implicit,because she was stratled by the wild boar and thought that the bear's face was a tree,,,,,,
14,local,9,action,,What did the fox put on the stove?,explicit,mice,,,,,,
15,local,10,action,,What did the fox order the dog to do?,implicit,to bark at night because Simon has just killed a pig,,,,,,
16,local,11,causal relationship,,Why does Simon not bother waking up to see the dog?,explicit,because he believes that the dog is as deaf as a post and is always barking at nothing,,,,,,
18,local,13,action,,What did the fox do with the sausages?,explicit,He carried them away for himself.,,,,,,
