question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did the fisherman live?,explicit,near the king's castle,,,explicit,Near the King's castle,,
2,local,1,action,,What did the fisherman do for a living?,explicit,caught fish for the king's table,,,explicit,Caught fish for the King's table,,
3,local,1,action,,What did the fisherman promise the head in the water?,explicit,The first new thing that came into his house.,,,explicit,To give him the first new thing that has come into his house,,
4,local,2,feeling,,How did the fisherman's wife feel when she heard about his promise?,implicit,sorrowful,upset,unwilling,explicit,"She began to weep and wail, and pray to God",,
5,local,2,action,,What did the boy ask to do?,explicit,go out fishing with his father,,,explicit,He might not go out fishing with his father,,
6,local,3,outcome resolution,,What happened when the son went down to the boat?,explicit,It moved off with a rush.,,,explicit,The boat moved off with a rush,,
7,local,3,character,,Who did the youth meet after stepping shore?,explicit,"a old man with a great, white beard",,,explicit,An old man with a great white beard,,
8,local,3,prediction,character,Who will the youth see if he keeps along the shore?,explicit,three princesses,,,explicit,Three princesses,,
9,local,3,causal relationship,,Why should the youth do what the third princess asks of him?,explicit,He would make his fortune.,,,explicit,He will make his fortune,,
10,local,4,character,,Who wished the princesses into the earth?,explicit,three trolls,,,explicit,Three trolls,,
11,local,4,setting,,Where did the trolls formerly dwell?,explicit,the castle,,,explicit,The castle he saw on the edge of the forest,,
12,local,5,outcome resolution,,What happened after the youth did as the princess asked?,explicit,The princesses were out of the ground up to their waists.,,,explicit,The princesses were out of the ground up to their waists,,
13,local,5,character,,How was the troll on the second night different from the troll on the first night?,explicit,The troll who came the second night had six heads and six whips.,,,explicit,This time had six heads and six whips,,
14,local,6,causal relationship,,What made the youth sound and whole again?,explicit,The bottle's contents poured over the youth.,,,explicit,The bottle,,
15,local,6,character,,Who did the youth chose to be his queen?,explicit,the youngest,,,explicit,The youngest,,
16,local,6,causal relationship,,Why did the youth want to travel home?,explicit,see how his parents fared,,,explicit,To see how his parents fared,,
17,local,6,action,,What did the princess give the youth?,explicit,a ring which had the power of granting two wishes to the one who wore it,,,explicit,A ring which had the power of granting two wishes,,
18,local,6,feeling,,How did the youth's parents feel when they saw their son?,explicit,surprised,,,explicit,Surpised at seeing how fine and handsome he had become,,
19,summary,"6,7",outcome resolution,,What happened because the youth did not listen to his father?,explicit,His queen must go straight home.,,,implicit,The ring is out of wishes,She had to go straight home,He no longer had a way to get back to his wife
20,local,7,prediction,feeling,How will the youth feel because his queen left?,explicit,sad,,,implicit,Broken-hearted,Sad,
21,local,7,causal relationship,,Why did the youth agree to go to the castle?,explicit,The mother begged and pleaded until the went.,,,explicit,The mother begged and pleased until he went,,
22,summary,"7,8",causal relationship,,Why was the young king very sad?,implicit,He missed his queen.,His queen left him.,,implicit,He had no way of getting back to his wife,,
23,local,8,setting,,Where was the young king trying to go?,explicit,Whiteland,,,explicit,Back to his queen,,
24,local,8,causal relationship,,What made the man the lord of all the beasts of the forest?,explicit,They came when he blew his horn.,,,explicit,They came when he blew his horn,,
25,local,8,action,,How did the lord of all the beasts try to help the young king?,explicit,asked his beasts whether any of them knew where Whiteland might be,gave the young king a pair of snowshoes,,explicit,He asked whether any of the beasts knew where Whiteland might be,,
26,local,8,character,,Who was the lord of all the beast's brother?,explicit,lord of the birds in the air,,,explicit,He is the lord of the birds of the air,,
27,local,9,action,,How did the old carp know where Whiteland was?,explicit,He was a cook there for fully ten years.,,,explicit,he was a cook there for full ten years,,
28,local,9,causal relationship,,Why was the queen to marry some one else?,explicit,The king had not come home again.,,,explicit,The king has not come home again,,
29,local,9,action,,What have the three brothers been fighting over?,explicit,"a hat, a cloak and a pair of boots",,,explicit,"About a hat, a cloak, and a pair of boots",,
30,local,9,action,,What can a person do with all three things?,explicit,"make himself invisible, and wish himself away as far as ever he will",,,explicit,Make himself invisible and wish himself away as far as ever he will,,
31,local,10,action,,"What did the king do after he had the hat, cloak and boots?",explicit,wished himself far away,,,explicit,He wished himself far away,,
32,local,10,causal relationship,,Why did the king pretend to help decide the brothers quarrel?,implicit,to trick them,to take their things and use them,,implicit,To wish himself back to whiteland,To be with his Queen,
33,local,11,action,,What did the North Wind offer to do when the king stands on the steps beside the door?,explicit,come roaring up as though he were going to tear down the whole castle,take the prince along with him,,explicit,The North Wind took him and carried him off,,
34,local,11,causal relationship,,Why did the queen not recognize the king at first?,explicit,He had grown thin and pale.,,,explicit,He had grown thin and pale,,
35,local,11,causal relationship,,What made the queen recognize the king?,explicit,He showed her the ring.,,,explicit,The ring,,
