question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,causal relationship,,Why did the youngest want to seek his fortune?,explicit,The youngest was not content at home.,,,,,,
2,local,1,setting,,Where did the youngest come to after wandering for a few days?,explicit,a giant's castle,,,,,,
3,local,1,action,,What was the king's son to do while the giant was away?,explicit,clean the stable,,,,,,
4,local,1,action,,What was the king's son not to do?,explicit,go into any of the rooms that lie behind the one in which he slept last night,,,,,,
5,local,2,causal relationship,,Why did the king's son walk up and down the room?,explicit,He thought there would be plenty of time to clean the stable.,,,,,,
6,local,2,action,,What was special about the first kettle?,explicit,It was boiling but the king's son could find no fire beneath it.,He dipped in a lock of his hair and at once the hair grew just like copper.,,,,,
7,local,2,action,,What was different about the second and third kettle?,implicit,The second kettle turned his hair into silver.,The third kettle turned his hair into gold.,,,,,
8,local,2,feeling,,How did the king's son feel about the kettles?,implicit,intrigued,surprised,,,,,
9,local,3,character,,Who was in the fourth room?,explicit,a maiden,a king's daughter,,,,,
10,local,3,feeling,,How did the maiden feel to see the king's son?,implicit,surprised,shocked,,,,,
11,local,3,outcome resolution,,"What would happen if the king's son does as the others have done, according to the maiden?",explicit,"For every shovelful he pitched out, ten fresh shovelfuls would fly in.",,,,,,
12,local,3,action,,How did the maiden tell the king's son to go about it?,explicit,"turn around the shovel, and work with the handle",,,,,,
13,local,4,action,,What did the king's son and maiden agree?,explicit,They would marry.,,,,,,
14,local,4,outcome resolution,,What happened when the king's son used the shovel as he had seen his father's grooms use it?,explicit,"He had to stop quickly, for after he had worked a little while, he hardly had room to stand.",,,,,,
15,local,4,causal relationship,,What made the stable become clean in a wink?,explicit,The king's son turned the shovel around and used the handle.,,,,,,
16,local,4,causal relationship,,Why did the giant think the king's son had spoken to the Master Girl?,explicit,The king's son could not have cleaned the stable alone.,,,,,,
17,local,4,causal relationship,,Why did the king's son pretend to not know of the Master Girl?,implicit,He did not want the giant to know they had spoken.,He did not want the giant to know he had gone into the other rooms.,,,,,
18,local,5,action,,What did the giant do the next morning?,explicit,went off again with his goats,,,,,,
19,local,5,action,,What was special about the giant's horse?,explicit,It was not an easy matter to ride this horse home.,"He would come running up, breathing fire and flame.",,,,,
20,local,5,causal relationship,,Why did the king's son think fetching the horse would be easy?,explicit,He had ridden swift horses before.,,,,,,
21,local,5,action,,How was the king's son able to fetch the horse?,explicit,"seized the moment when he came running up to him with his jaws wide open, and threw the bit into his mouth",,,,,,
22,local,5,outcome resolution,,What happened after the bit was thrown into the horse's mouth?,explicit,"He stood still, as gentle as a young lamb, and the king's son had no trouble bringing him to the stable.",,,,,,
23,local,6,feeling,,How did the giant feel about the king's son ability to bring the horse in on his own?,implicit,skeptical,doubtful,,,,,
