question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,What was the name of the couple's only son?,explicit,Halvor,,,,,,
2,local,1,action,,What did Halvor do when he was still but a little lad?,explicit,"nothing at all but was always sitting at the hearth, digging in the ashes",,,,,,
3,local,1,outcome resolution,,What happened when his parents tried to apprentice Halvor?,explicit,Halvor never stayed.,"He ran away again, went back home, sat down at the hearth, and dug in the ashes",,,,,
4,local,1,action,,What did the master mariner do when he came along?,explicit,"asked whether Halvor would not like to go with him, and sail the seas, and see foreign lands.",,,,,,
5,local,1,feeling,,How did Halvor feel to go with the master mariner?,implicit,excited,curious,interested,,,,
6,local,1,causal relationship,,Why did it not take Halvor very long to make up his mind about sailing the seas?,explicit,Halvor would like to do so very much.,,,,,,
7,local,2,outcome resolution,,What happened because a powerful storm arose?,explicit,The mariner and Halvor did not know where they were.,,,,,,
8,local,2,setting,,Where had the mariner and Halvor been driven?,explicit,a foreign shore,,,,,,
9,local,3,action,,What did Halvor beg the master mariner to do?,explicit,go ashore and look around,,,,,,
10,local,3,causal relationship,,Why did the master mariner not want Halvor to go ashore?,implicit,He was unfit to appear before people.,He only had rags to wear.,,,,,
11,local,3,setting,,When was Halvor to come back?,explicit,when the wind blew up,,,,,,
12,local,3,causal relationship,,Why did Halvor not go back when the wind blew up again?,explicit,"Halvor decided he had not seen enough, and wanted to go a little further, and see whether there were not people to be found at all.",,,,,,
13,local,3,action,,What did Halvor see as he walked along the highway?,explicit,a great castle in the distance,,,,,,
14,local,3,feeling,,How did Halvor feel because he had been wandering all day without much food?,implicit,hungry,tired,,,,,
15,local,4,character,,Who lived in the castle aside from the princess?,explicit,a troll with three heads,,,,,,
16,local,4,action,,What was the kitchenware made of?,explicit,silver and gold,,,,,,
17,local,4,character,,Who did Halvor see when he opened the door?,explicit,a princess,,,,,,
18,local,4,action,,What was the princess doing when Halvor opened the door?,explicit,sitting and spinning,,,,,,
19,local,4,feeling,,How did the princess feel when she saw Halvor?,implicit,afraid,fearful,startled,,,,
20,local,4,action,,What would the troll try to do when he saw Halvor according to the princess?,explicit,swallow him,,,,,,
21,local,4,prediction,action,What will Halvor do when he hears the princess's warning?,implicit,stay at the castle,ask for something to eat,,,,,
22,local,5,causal relationship,,Why did Halvor refuse to leave?,explicit,He had done no wrong.,,,,,,
23,local,5,action,,What did the princess tell Halvor to do after he had eaten?,explicit,try and see whether he could swing the sword that hung on the wall,,,,,,
24,local,5,causal relationship,,Why was Halvor able to swing the sword?,explicit,Halvor took the swallow.,,,,,,
25,local,5,action,outcome resolution,What was Halvor able to do because he could swing the sword?,implicit,attack the troll,take down the troll,kill the troll,,,,
26,local,5,feeling,,How did the princess feel when Halvor saved her?,explicit,joy,,,,,,
27,local,5,setting,,Where were the princess's sisters?,explicit,"One of them had been carried off by a troll to a castle six miles further away, and the other to a castle that lay nine miles away.",,,,,,
28,local,5,prediction,action,What will Halvor do when he hears of the princess's sisters?,implicit,try to save them,go to the castle and fight the trolls,,,,,
