question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,What did the Happy Prince have for eyes?,explicit,two bright sapphires,,,,two bright sapphires,,
2,local,3,causal relationship,,Why did the Swallow stay behind when his friends had gone away to Egypt?,explicit,He was in love with the most beautiful Reed.,,,,He was in love with the most beautiful Reed.,,
3,local,3,action,,What did the other Swallows do when autumn came?,explicit,flew away,,,,They all flew away.,,
4,local,4,causal relationship,,Why did the Reed shake her head when the Swallow asked her to come away with him?,explicit,She was so attached to her home.,,,,She was so attached to her home.,,
5,local,4,feeling,,How did the Swallow feel when the Reed did not come away with him?,implicit,sad,angry,upset,,sad,,
6,local,6,action,,What did the Swallow see when he looked up?,explicit,the eyes of the Happy Prince filled with tears,tears running down the Happy Prince's golden cheeks,,,eyes of the Happy Prince,,
7,local,7,character,,Who was the woman seated at the table that the Happy Prince saw?,explicit,a seamstress,,,,a seamstress,,
8,local,7,action,,What did the Happy Prince ask the Swallow to bring to the seamstress?,explicit,the ruby out of his sword-hilt,,,,the ruby out of his sword-hilt,,
9,summary,8,causal relationship,,Why did the Swallow choose to stay with the Happy Prince for the night?,explicit,The Happy Prince looked so sad.,,,,The Happy Prince looked so sad that the little Swallow was sorry.,,
10,local,10,prediction,feeling,How will the seamstress feel when she sees the ruby?,implicit,happy,good,excited,,happy,,
11,local,10,causal relationship,,Why did the Swallow feel warm even though it is quite cold?,explicit,He had done a good action.,,,,It had done a good action.,,
12,local,11,feeling,,How did the Swallow feel about going to Egypt?,implicit,excited,happy,content,,happy,,
13,local,13,causal relationship,,Why did the young man not hear the flutter of the Swallow's wings?,explicit,The young man his head buried in his hands.,,,,The young man had his head buried in his hands,,
14,local,15,outcome resolution,,What did the Swallow decide to do because the Happy Prince is blind?,implicit,stay with the Happy Prince forever,,,,stay with him,,
15,local,16,action,,What did the Swallow tell the Happy Prince when sitting on his shoulder?,explicit,stories of what he had seen in strange lands,,,,told him stories of what he had seen in strange lands,,
16,local,17,action,,How did the Happy Prince plan to help the poor?,implicit,He told the swallow to give his gold feathers to the poor.,The Swallow will pluck the gold feathers and give it out.,,,give the fine gold to the poor,,
17,summary,"4,8",action,,Where was the Swallow headed before he met the Happy Prince?,explicit,Egypt,,,,Egypt,,
18,local,7,causal relationship,,Why did the Happy Prince ask the Swallow to be his messenger instead of doing it himself?,explicit,His feet were fastened to the pedestal and he could not move.,,,,His feet were fastened to this pedestal and he could not move.,,
19,summary,"8,12,14",causal relationship,,Why did the Swallow not want to stay with the Happy Prince?,explicit,He was waited for in Egypt,It was winter.,It was very cold there.,,He wanted to go to Egypt.,His companions were building a nest in the Temple of Baalbec.,Chill snow would soon be here.
20,local,21,outcome resolution,action,What did they do to the Happy Prince statue when he was no longer beautiful?,explicit,pulled down the statue,melted the statue,,,They pulled down the statue of the Happy Prince.,,
