question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,how many posessions did the student have?,explicit,none,,,,,,
2,local,1,character,,who lived with the huckster?,explicit,a goblin,,,,,,
3,local,1,causal relationship,,why did the goblin live with the huckster?,implicit,the huckster had jam at christmas,the huckster could afford jam,there was jam and butter at Christmas,,,,
4,local,2,action,,what did the student buy?,explicit,candles and cheese,,,,,,
5,local,2,character,,does the huckster's wife usually talk a lot or a little?,implicit,a lot,she's really talkative,she usually says plenty,,,,
6,local,2,causal relationship,,why shouldn't the page have been torn from the book?,explicit,it was full of poetry,,,,,,
7,local,3,action,,what does the boy take instead of the cheese?,explicit,the book of poetry,,,,,,
8,local,4,feeling,,how did the goblin feel about what the student told the huckster?,explicit,very angry,,,,,,
9,local,4,outcome resolution,,what happened to objects when the tongue is placed upon them?,implicit,they begin to talk,they talk as much as the huckster's wife,they can express thoughts and feelings,,,,
10,local,4,action,,where did the goblin place the tongue first?,explicit,on the cask,,,,,,
11,local,5,action,,where else did the goblin place the tongue?,implicit,on the cash-box,on the butter-tub,on the coffee mill,,,,
12,local,6,action,,what was the boy doing in his room?,explicit,reading in the torn book,,,,,,
13,local,6,causal relationship,,why did the goblin stay standing there?,implicit,because he thought the room looked beautiful,because he wanted to listen to the soft and beautiful music,,,,,
14,local,7,character,,who did the goblin leave the tongue on when he went to the student's room?,explicit,the cask,,,,,,
15,local,7,causal relationship,,why does the whole shop respect the cask now?,implicit,because they all heard how smart he was,because they formed their opinions from his,,,,,
16,local,8,feeling,,how did the goblin feel when looking at the student's light room?,implicit,amazed,vast,envious,,,,
17,local,9,causal relationship,,why did the goblin go back down to his warm corner?,implicit,because he was cold,he was shivering,because the light in the garret went out,,,,
18,local,9,outcome resolution,,what did Christmas time bring?,explicit,jam and butter,,,,,,
19,local,10,causal relationship,,why did the goblin wake up?,implicit,a terrible noise and knocking on the window,the sound of the watchman's horn,there was a great fire,,,,
20,local,10,setting,,where was the fire?,explicit,on the whole street,,,,,,
21,local,10,feeling,,how did the student feel looking at the fire?,explicit,calm,,,,,,
22,local,11,action,,what did the goblin take with him?,explicit,the wonderful book,,,,,,
23,summary,"6,8,10,11",causal relationship,,why did the goblin save the book?,implicit,it made such a glorious tree of light,it brought him to tears,everyone wanted to keep the best things they had and this what he wanted to keep,,,,
24,summary,"7,11",causal relationship,,why did the goblin keep living with the huckster?,explicit,because he had jam and butter,,,,,,
