question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did the four little Rabbits live?,explicit,underneath the root of a very big fir tree,,,,,,
2,local,1,causal relationship,,Why does Mrs. Rabbit warn her children to not go into Mr. McGregor's garden?,implicit,Because their father had an accident there,it's dangerous,,,,,
3,local,2,action,character,Which one of the four bunnies run straight to Mr. McGregor's garden?,explicit,Peter,,,,,,
4,local,2,causal relationship,,Why was Peter looking for some parsely?,implicit,"Because he was feeling sick after stealing some lettuces, French beans, and radishes from Mr. McGregor's garden.",,,,,,
5,local,3,outcome resolution,,What happened to Peter's shoes?,explicit,"He lost one of his shoes among the cabbages, and the other shoe amongst the potatoes.",,,,,,
6,local,4,action,,What did the sparrows do when they heard Peter cry?,explicit,They flew to him in great excitement and implored him to exert himself.,,,,,,
7,local,5,causal relationship,,Why did Mr. McGregor return to his work?,explicit,Because the window was too small for Mr. McGregor and he was tired to running after Peter.,,,,,,
8,local,6,action,,Who did Peter encounter at the door?,explicit,an old mouse carrying peas and beans to her family in the wood,,,,,,
9,local,6,causal relationship,,Why wasn't the old mouse able to answer?,explicit,She had such a large pea in her mouth that she could not answer.,,,,,,
10,local,7,action,,What was the white cat doing near the pond?,explicit,"A white cat was staring at some gold fish; she sat very, very still.",,,,,,
11,local,8,action,,What did Peter's mother think after seeting Peter return home?,explicit,She wondered what he had done with his clothes.,,,,,,
12,local,9,action,,What did Peter's mother give to Peter compared to his siblings?,implicit,"The mother gave Peter a camomile tea while his sibilings had bread, milk, and blackberries for supper.",,,,,,
