question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who set up house together in a cave near the sea-shore?,explicit,a Fox and a Wolf,,,,,,
2,local,1,setting,,Where did the Fox and the Wolf live?,explicit,in a cave near the sea-shore,,,,,,
3,local,1,action,,How did the Fox and the Wolf get along?,explicit,very well,,,,,,
4,local,1,character,,Who tried to over-reach his companion?,explicit,the Fox,,,,,,
5,local,1,character,,Who was not nearly so clever as the Fox was?,explicit,the Wolf,,,,,,
6,local,1,causal relationship,,Why couldn't the Fox and the Wolf live together forever?,implicit,The Fox was sly and greedy.,,,,,,
7,local,2,causal relationship,,Why was the beach all strewn with wreckage?,explicit,There was a dreadful storm at sea.,,,,,,
8,local,2,causal relationship,,Why did the Fox and the Wolf go down to the shore?,explicit,see if they could find anything to eat,,,,,,
9,local,2,action,,What did the Fox and the Wolf find at the beach?,explicit,a great Keg of Butter,,,,,,
10,local,2,causal relationship,,Why did the Fox and the Wolf have the good fortune to light on a great Keg of Butter?,explicit,It had been washed overboard from some ship.,,,,,,
11,local,2,feeling,,How did the Wolf feel when they found the Keg of Butter?,implicit,happy,excited,joyful,,,,
12,local,2,action,,What did the Wolf want to do after they found the butter?,explicit,roll it up to the cave,,,,,,
13,local,3,causal relationship,,Why did the Fox want to have the butter all to himself?,explicit,The wily Fox was fond of butter.,,,,,,
14,local,3,action,,How did the Fox trick the Wolf?,implicit,He told the Wolf that they would bury the Keg.,He told the Wolf they should eat it later.,,,,,
15,local,3,action,,What reason did the Fox give for not wanting to open up the Keg of Butter?,implicit,It was not a good time to open it.,They should eat the butter during the spring.,,,,,
16,local,3,action,,What did the Fox want to eat with the butter?,explicit,"grain, fat ducks, and poultry",,,,,,
17,local,3,causal relationship,,Why did the Fox want to wait until the spring to use the butter?,implicit,"They needed to wait until the grain was all threshed, and the stackyards were bare, and the poultry had gone to market in the spring.",They would have less food to eat in the spring.,,,,,
18,local,3,causal relationship,,Why was the Wolf reluctant to agree with the Fox?,explicit,He was thinner and hungrier than the Fox.,,,,,,
19,local,3,action,,What did the Fox and the Wolf do after the Wolf agreed with the Fox?,implicit,"dug a hole, buried the Keg, and went off hunting as usual",buried the keg,,,,,
20,local,4,action,,How did the Fox pretend that he was tired?,explicit,flung himself down on the ground as if he were very much exhausted,,,,,,
21,local,4,causal relationship,,Why was the Wolf concerned for the Fox?,explicit,He was ever kind and soft-hearted.,,,,,,
22,local,4,action,,What did the Fox's friends want him to do with them?,explicit,go to a christening to-night,,,,,,
23,local,4,causal relationship,,Why was the Fox worried about going to the christening?,implicit,He must travel far.,He must walk far.,,,,,
24,local,4,causal relationship,,Why couldn't the Fox send an excuse?,implicit,They asked him to be the god-father.,It was his duty.,,,,,
