question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,action,,What happened to the peasant's wheat-field every Saturday night?,explicit,trampled down,,,,,,
2,local,1,action,,What did the peasant tell his sons to do?,explicit,spend a Saturday night in the field and to watch and see who trampled it down,,,,,,
3,local,1,character,,Who was the make the first trial?,explicit,the oldest,,,,,,
4,local,1,causal relationship,,Why was the young fellow unable to tell how the field was trampled down?,explicit,He fell asleep.,,,,,,
5,local,2,outcome resolution,,What happened when the second son lain a while?,explicit,He fell asleep.,,,,,,
6,summary,"1,2,3",character,,Who was John by the Ashes?,implicit,The youngest son.,The youngest brother.,,,,,
7,summary,"1,2,3",action,,What did John by the Ashes do different from his brothers?,explicit,did not lie down by the upper ridge of the field but lower down and stayed awake,,,,,,
8,local,3,action,,What did the three doves turn into?,explicit,the most beautiful maidens,,,,,,
9,local,3,action,,What did the maidens do on the field?,explicit,danced with each other,,,,,,
10,local,3,outcome resolution,,What happened when the maidens wanted to put on their feathers again?,explicit,They could not find them anywhere.,,,,,,
11,local,3,causal relationship,,Why could the maidens not find their feathers?,explicit,The young fellow gathered up all their feathers.,,,,,,
12,local,3,feeling,,How did the maidens feel when they could not find their feathers?,explicit,frightened,,,,,,
13,local,4,character,,Who guards the maidens?,explicit,three trolls,,,,,,
14,local,4,causal relationship,,Why must the maidens trample the field?,explicit,A troll has enchanted them.,,,,,,
15,local,4,prediction,action,What will John by the Ashes try to do?,implicit,free the maidens,fight the trolls,,,,,
16,local,4,action,,What did the middle maiden give John by the Ashes?,explicit,a ring,,,,,,
17,local,4,action,,What did the maidens do after they put on their feathers?,explicit,flew back across forest and hill,,,,,,
18,local,5,causal relationship,,Why did the brothers laugh at John by the Ashes?,implicit,They think he is not strong enough.,They do not think he is capable to fight the trolls.,,,,,
19,local,5,setting,,Where did the young fellow set out to?,explicit,the place where the maidens lived,,,,,,
20,local,5,setting,,Where did the maidens live?,explicit,farther south than south and farther north than north in a great hill of gold,,,,,,
21,local,5,action,,What were the two poor lads doing when John by the Ashes met them?,explicit,quarreling with each other about a pair of old shoes and a bamboo cane,,,,,,
22,local,6,action,,What was special about the shoes and cane?,explicit,Whoever has the shoes on can cover a thousand miles in a single step and whatever is touched with this cane must die at once.,,,,,,
23,local,6,outcome resolution,,What happened when the young fellow put the boots on his feet?,explicit,"He took a step and off he was, a thousand miles away.",,,,,,
24,local,7,action,,What was special about the fiddle?,explicit,"If someone is dead and you play this fiddle, he will come to life again.",,,,,,
25,summary,"6,7",action,,How was the young fellow able to take the fiddle a thousand miles away?,implicit,His shoes.,His boots.,,,,,
26,local,8,character,,Who did the young fellow meet a little later?,explicit,an old man,,,,,,
27,local,8,causal relationship,,Why did the old man discourage the young fellow from going?,explicit,The troll who lived there killed every one.,,,,,,
28,local,8,outcome resolution,,What happened because the young fellow was so found of the middle maiden?,explicit,He must make the attempt whether it leads to life or death.,,,,,,
29,local,8,action,,What did the young fellow have to do before he came into the hill to the maidens?,explicit,pass through three rooms,,,,,,
30,summary,"8,9",causal relationship,,Why did the watchmen think that the young fellow would not get out again?,implicit,The troll would be back soon.,The troll would kill the young fellow.,,,,,
31,local,9,setting,,What was the room with the maidens full of?,explicit,gold and silver,,,,,,
32,local,9,causal relationship,,Why were the maidens frightened?,explicit,The troll would be along before long.,,,,,,
33,local,10,action,,How did the young fellow defeat the trolls?,explicit,struck at the heads with his bamboo cane,,,,,,
34,local,11,action,,How were the maidens brought back to life?,explicit,The young fellow took his fiddle and played.,,,,,,
