question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did Jamie Freel and his mother live?,explicit,down in Fannet,,,,,,
2,local,1,character,,Who was the widow's sole support?,explicit,Jamie,,,,,,
3,local,1,action,,What did Jamie do every Saturday night?,explicit,"poured his wages into her lap, thanked her dutifully for the halfpence which she returned him for tobacco",,,,,,
4,local,1,setting,,"Where was the abode of the ""wee folk""?",explicit,an old ruined castle,,,,,,
5,local,1,action,,What did passerbys see every Halloween at the old ruined castle?,explicit,"little figures fitted to and fro inside the building, while they heard the music of flutes and pipes",,,,,,
6,local,1,causal relationship,,Why did Jamie want to go to the castle?,explicit,wondered what the inside of the castle was like,to seek his fortune,,,,,
7,local,2,causal relationship,,What made Jamie more determined to proceed?,explicit,the laughter and singing,,,,,,
8,local,2,action,,What did the little people invite Jamie to do?,explicit,ride to Dublin to-night to steal a young lady,,,,,,
9,local,3,action,,What did Jamie see when the troop dismounted near a window?,explicit,a beautiful face on a pillow in a splendid bed,,,,,,
10,local,3,setting,,Where did the young lady live?,explicit,in Stephen's Green,,,,,,
11,local,3,action,,How did Jamie know they were near his own house?,explicit,"He heard ""Rathmullan,"" ""Milford,"" ""Tamney.""",,,,,,
12,local,3,causal relationship,,Why did Jamie not know what he was holding?,explicit,The little folk turned the lady into all sorts of strange shapes.,,,,,,
13,local,3,action,,What did the lady try to do when she was a black dog?,explicit,tried to bite,,,,,,
14,local,3,action,,What did the tiny woman do to the young girl?,explicit,made her deaf and dumb,,,,,,
15,local,4,feeling,,How did Jamie's mother feel when Jamie brought home the young girl?,explicit,astonished,,,,,,
16,local,4,action,,"What did Jamie's mother take from ""the room?""",explicit,her Sunday gown of brown drugget,,,,,,
17,summary,"4,5",causal relationship,,Why did Jamie's mother give the girl these articles of attire?,explicit,She was willing to give even these to the fair trembling visitor.,,,,,,
18,local,5,action,,What did Jamie say he would do when his mother asked how a lady could live on their poor diet?,explicit,"""I'll work for her,""",,,,,,
19,local,5,feeling,,How did the young lady feel for a long time?,explicit,sad,,,,,,
20,local,5,action,,What did Jamie do while the old woman span by the fire?,explicit,made salmon nets,,,,,,
21,local,5,action,,What did the young lady do whenever she perceived them looking at her>,explicit,tried to smile,,,,,,
22,local,6,setting,,Where did Jamie see bright lights in the castle windows?,explicit,the crab-tree grove,,,,,,
