question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,What was particular about Lucinda?,explicit,She never ordered meals.,,,,,,
2,local,1,causal relationship,,Why did Jane the Cook never do any cooking?,explicit,"because the dinner had been bought read-made, in a box full of shaving",,,,,,
3,local,2,action,character,Who was making the scratching noise near the fireplace?,explicit,"Tom Thumb and his wife, Hunca Munca",,,,,,
4,local,3,action,,What was laid upon the table?,explicit,a lovely dinner,"tin spoons, lead knives and forks",,,,,
5,local,4,outcome resolution,,What happened when Tom Thumb hit the ham with the tongs and the shovel?,explicit,the ham flew all into pieces,,,,,,
6,local,4,action,,What did Tom Thumb and Hunca Munca break up?,explicit,"pudding, the lobsters, the pears, and the oranges",,,,,,
7,local,5,action,,What did Tom Thumb do with Jane's clothes?,implicit,took them out of the chest of drawers and threw them out of the top-floor window,took them out of the drawers and threw them out the window,,,,,
8,local,7,action,,What did Hunca Munca have?,explicit,the cradle and some of Lucinda's clothes and some useful pots and pans,,,,,,
9,local,8,causal relationship,,"Why are the two mice as not so very, very naughty after all?",explicit,because Tom Thumb paid for everything he broke,,,,,,
10,local,8,causal relationship,,Why does Hunca Munca come to the two doll's house every morning?,implicit,to sweep the Dollies' house before anybody is awake,so she can sweep the house before anyone wakes up,,,,,
