question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where was a poor Indian living with his wife and children?,explicit,in a beautiful part of the country,,,,,,
2,local,1,causal relationship,,Why couldn't the children help procure food for the family?,explicit,They were all too young to give assistance.,,,,,,
3,local,1,character,,Who was the poor Indian's eldest son?,explicit,Wunzh,,,,,,
4,local,2,outcome resolution,,What happened as soon as the first buds of spring appeared?,explicit,"Wunzh's father, with the help of his younger brothers, built the customary little lodge where he would not be disturbed during the solemn rite.",,,,,,
5,local,2,setting,,Where was Wunzh's customary little lodge?,explicit,at a retired sport at some distance from their own,,,,,,
6,local,2,action,,What did Wunzh do to prepare himself for the rite?,explicit,cleared his heart of every evil thought,"thought of nothing that was not good, and beautiful, and kindly",,,,,
7,local,2,outcome resolution,,What happened after Wunzh became too languid to walk about and confined himself to the lodge?,explicit,"He recalled these thoughts and wished he could dream of something that would prove a benefit to his father and family, and to all others of his fellow-creatures.",,,,,,
8,local,3,feeling,,How did Wunzh feel on the third day?,explicit,weak,faint,,,,,
9,local,3,character,,Who came down from the sky advancing towards Wunzh?,explicit,a handsome young man,,,,,,
10,local,3,causal relationship,,Why was the celestial visitor sent by the Great Spirit?,explicit,to instruct and show Wunzh how he could do his kindred good,,,,,,
11,local,4,action,,What did the celestial visitor challenge Wunzh to do with him?,explicit,wrestle with him,,,,,,
12,local,4,causal relationship,,Why did Wunzh spring up even though he was weak from fasting?,explicit,"The voice of the stranger was cheery, and put such a courage in his heart.",,,,,,
13,local,4,feeling,,How did Wunzh feel when he saw the visitor reappear?,explicit,joy,,,,,,
14,local,5,outcome resolution,,What happened after Wunzh put forth his utmost powers?,explicit,"The stranger ceased his efforts, and declared himself conquered.",,,,,,
15,local,5,action,,What did the stranger do in Wunzh's fasting-lodge?,explicit,delivered instructions to Wunzh and informed him in what manner he should proceed to take advantage of his victory,,,,,,
16,local,6,action,prediction,What will Wunzh do as soon as he prevails the stranger?,explicit,strip off the stranger's garments and throw him down,"clean the earth of roots and weeds, make it soft, and bury the stranger in the spot",,,,,
17,local,6,action,,What did Wunzh have to do once a month?,explicit,cover the stranger with fresh earth,,,,,,
18,summary,"6,7,8",outcome resolution,prediction,What will happen after Wunzh follows the stranger's instructions?,explicit,Wunzh will accomplish his object of doing good to his fellow-creatures,,,,,,
19,local,8,outcome resolution,,What happened when Wunzh returned to his father's lodge?,explicit,He was warmly welcomed.,,,,,,
20,local,9,action,,What did Wunzh say was the friend of all mankind?,explicit,Mondawmin,Indian corn,,,,,
21,local,10,action,,What did Wunzh communicate to his father?,explicit,the instructions given to him by the stranger,,,,,,
22,summary,"2,3",action,,How did the Great Spirit know Wunzh wanted to do good for his people?,implicit,Wunzh tried to find out ways to make life easier.,Wunzh was motivated in his fast.,"Wunzh wished he could dream of something that could benefit his father, family, and fellow-creatures.",,,,
23,local,4,causal relationship,,Why did Wunzh want the celestial visitor to return?,implicit,Wunzh wanted to continue the wrestle.,Wunzh wanted the visitor to help him achieve his wishes.,,,,,
24,summary,"6,7",causal relationship,,Why did Wunzh extend his fast?,implicit,He was going to wrestle with the stranger.,The stranger was going to meet with him.,,,,,
25,summary,"5,6,7",outcome resolution,prediction,What will happen when Wunzh follows the stranger's instructions?,implicit,Wunzh's wish will come true.,Wunzh will have knowledge to share with his family and fellow-creatures.,Wunzh will be able to support his family.,,,,
26,local,8,causal relationship,,Why was Wunzh not allowed to see anyone except for his father?,implicit,He was fasting.,He was connecting with the Great Spirit.,He was going through his rites.,,,,
27,summary,"7,8",feeling,prediction,How will Wunzh feel about losing his friend?,implicit,sad,gloomy,unhappy,,,,
28,local,9,feeling,prediction,How will Wunzh feel seeing his wish fulfilled?,implicit,happy,excited,thankful,,,,
29,local,9,causal relationship,,Why did the Indians no longer need to rely on hunting alone?,implicit,They had Indian corn.,Wunzh's wish was fulfilled.,The ground itself would give them a living.,,,,
