question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who caught a golden crab?,explicit,the fisherman,,,explicit,a fisherman,,
2,local,1,causal relationship,,Why did the fisherman keep the Golden Crab separate from the other fishes?,explicit,The Golden Crab shone so beautifully.,,,explicit,it shone so beautifully,,
3,local,2,character,,Who was the little creature talking to the fisherman's wife?,explicit,the Golden Crab,,,explicit,the Golden Crab,,
4,local,2,causal relationship,,Why did the fisherman become fond of the Golden Crab?,explicit,The fisherman found gold when he took away the plate which had contained the Crab's dinner.,,,explicit,the crab left gold on the plate,,
5,local,3,action,,What did the golden crab do when the fisherman's wife gave him the king's message?,explicit,The Crab gave her a golden rod.,,,explicit,he gave her a golden rod,,
6,local,4,feeling,,"How did the king feel when he saw the wall stood there before his eyes, exactly as he had bespoken it?",implicit,surprised,shocked,astonished,implicit,shocked,surprised,
7,local,4,action,,What did the king do when he saw the wall?,implicit,demanded a garden in front of his palace,requested for a garden with three fountains,,explicit,he asked for a garden with three fountains,,
8,local,4,action,,What did the King do when the garden was there?,explicit,gave his consent for the marriage,,,explicit,gave his consent,,
9,local,6,causal relationship,,Why was the Crab only a man at night?,explicit,The Crab was enchanted.,,,explicit,he was enchanted,,
10,local,6,feeling,,How did the royal family feel about the Princess's affection for the Crab?,explicit,surprised,,,explicit,surprised,suspicious,
11,local,8,causal relationship,,Why did the king appoint a second tournament?,explicit,The Princess did not seem to care about any of the Princes.,,,explicit,the princess did not seem to care about any of the princes,,
12,local,9,action,,What did the Princess's mother do to the crab-shell?,explicit,took it up and threw it into the fire,,,explicit,threw it in the fire,,
13,local,9,feeling,,How did the Princess feel after her mother threw the crab-shell in the fire?,implicit,sad,upset,miserable,implicit,upset,devastated,sad
14,summary,"13, 14",outcome resolution,,What happened when the three months of the Prince's enchantment were over?,explicit,"He ceased to be an eagle and became once more a man, and they returned home together.",,,explicit,he became a man,,
15,local,7,causal relationship,,Why did the king appoint a tournament in the Princess's honor?,implicit,The king wanted the Princess to marry a different prince.,The king did not want the Crab as the princess's husband.,,explicit,to find the princess another husband,,
16,local,8,causal relationship,,Why didn't the Princess reveal that the Crab turned into a human during the tournament?,implicit,The Crab warned her that evil would come.,She promised she would not tell anyone who he was.,,implicit,she swore to the Crab she would not tell who he was,,
17,local,6,action,,What did the royal family do when they suspected a secret?,explicit,spied,,,implicit,asked their daughter whether she would not like to have another husband instead of the Crab,,
18,summary,"8, 9",causal relationship,,Why didn't the Princess's husband come back?,explicit,Her mother threw the crab-shell into the fire.,,,explicit,the Queen threw the shell into the fire,,
19,local,12,feeling,,How did the Princess feel when she recognized her husband?,implicit,happy,excited,glad,implicit,happyexcited,,
20,summary,"13, 14",prediction,,What will happen when the Prince's enchantment is over?,explicit,live happily,,,implicit,he became a man,,
