question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,causal relationship,,Why was there great rejoicing in the city and throughout the country?,explicit,The people wished their king all that was good.,God gave them a little daughter.,,,,,
2,local,1,character,,What type of ruler was the king?,explicit,kind and just,,,,,,
3,local,1,character,,Who entered the room while the child lay in its cradle?,explicit,a strange-looking old woman,,,,,,
4,local,1,action,,What did the old woman say the child must not be allowed the do?,explicit,be allowed out under the open sky until she were full fifteen years of age,,,,,,
5,local,1,action,,What would happen if the child went under the open sky before she was full fifteen years of age?,explicit,The mountain troll would fetch her.,,,,,,
6,local,1,action,,What did the king do because of the old woman's words?,explicit,posted guards to watch over the little princess so that she would not get out under the open sky,,,,,,
7,local,2,causal relationship,,Why did the king grieve?,explicit,He loved his children above everything else in the world.,The princess must not be allowed out under the open sky.,,,,,
8,local,2,character,,How many princesses did the king and queen have?,explicit,three times,,,,,,
9,local,2,setting,,Where were the princesses to be kept?,explicit,beneath the roof of the castle,,,,,,
10,local,3,action,,What did the three princesses do while sitting in the window?,explicit,looked out and watched the sun shine on the little flowers in the garden,feel a great desire to play with the lovely flowers,,,,,
11,local,3,causal relationship,,Why did the guards not allow the princesses to go outside?,explicit,They feared the king's anger.,,,,,,
12,local,3,causal relationship,,Why could the guards not deny the king's daughters pleas?,explicit,The king's daughters pleaded so very sweetly.,,,,,,
13,local,3,outcome resolution,,What happened because the three daughters went outside?,explicit,"A cloud came suddenly down, and bore them off, and all attempts to regain possession of them were fruitless.",,,,,,
14,local,3,action,,What did the guards do when the princesses disappeared?,explicit,search was made in every direction,,,,,,
15,local,4,feeling,prediction,How will the king feel when he learns what happened?,implicit,angry,upset,sad,,,,
16,local,4,action,,How did the king plan to get his daughters back?,explicit,"Whoever would deliver his three daughters out of the power of the mountain troll should have one of them for his bride, and with her half of the kingdom.",,,,,,
17,local,5,setting,,Where did a poor widow live?,explicit,"far, far out in the wild wood",,,,,,
18,local,5,action,,What did the boy do while he crossed the fields?,explicit,"whittled himself a flute, and amused himself playing it",,,,,,
19,local,6,character,,Who came along while the young-swine herd sat in the woof?,explicit,"an old, old man",,,,,,
20,local,6,feeling,,How did the boy feel about the great dog?,implicit,happy,excited,lucky,,,,
21,local,6,causal relationship,,Why was the dog not like other dogs?,explicit,"Whatever you told him to take hold of he would seize, even though it were the grimmest of trolls.",,,,,,
22,local,6,action,,What did the youth give up in exchange for the dog?,explicit,the gray pig,,,,,,
23,local,7,feeling,,How did the youth's old mother feel about the exchange?,explicit,angry beyond measure,,,,,,
24,local,7,causal relationship,,Why did the youth command the dog to take hold?,explicit,He did not know what else to do.,,,,,,
25,local,7,outcome resolution,,What happened because the woman had to promise her to make the best of the matter?,explicit,They were friends once more.,,,,,,
26,local,8,prediction,feeling,How will the youth's mother feel when she sees he has exchanged a pig for another dog?,explicit,angry,,,,,,
27,local,9,causal relationship,,Why did the mother not venture to beat her son?,explicit,She was afraid of the great dog.,,,,,,
28,summary,"6,8,10",action,,How many times did the boy make an exchange with the old gray-beard?,implicit,three times,,,,,,
29,local,11,causal relationship,,Why was the youth happy?,explicit,He thought that now he need fear nothing in the world.,,,,,,
30,local,11,action,,How did the dogs help the boy and his mother not suffer want?,implicit,The dogs were good hunters.,They got lots of meat and all sorts of good things.,,,,,
31,local,12,setting,,Where did the old man say the youth's fortune will turn?,explicit,the royal castle,,,,,,
32,local,13,prediction,action,What will the youth do at the king's castle?,implicit,request to search for his daughters,entertain the king,,,,,
33,local,14,feeling,,How did the king feel when he heard the youth's playing and saw the skillful dancing of his dogs?,explicit,merry,cheerful,,,,,
34,local,15,causal relationship,,Why did the king's thoughts once more grow gloomy?,implicit,The youth had asked about the king's three daughters.,He was reminded of his daughters.,,,,,
35,summary,"6,8,11,15",prediction,character,Who will help the youth rescue the princesses?,explicit,his dogs,,,,,,
36,local,16,action,,"What did ""Hark!"" tell that master he had heard at a high mountain?",explicit,the king's daughter,,,,,,
37,local,16,causal relationship,,Why did the dogs break down the door into the mountain?,explicit,The youth ordered his dogs.,,,,,,
38,local,16,character,,Who did the youth see when he stepped into the mountain?,explicit,a lovely maiden,the king's daughter,,,,,
39,local,16,causal relationship,,Why did the youth want to wait for the giant's return?,implicit,He wanted to fight the giant.,He was unafraid of the giant.,,,,,
40,local,16,prediction,feeling,How will the giant feel when he sees that youth has broken in?,explicit,angry,furious,,,,,
41,local,17,action,,What did the  youth do after he slayed the giant?,explicit,"saddled the giant's colt, loaded it with all the gold and gear he found in the mountain, and hastily went away with the king's beautiful daughter",,,,,,
42,local,18,action,,"What did the youth do when ""Hark!"" told him of the second daughter?",explicit,hurried toward the mountain with his faithful dogs,,,,,,
43,local,19,feeling,,How did the two princesses feel when they were reunited?,implicit,glad,happy,excited,,,,
44,summary,"16,18,20",character,,Who found all three princesses?,explicit,"""Hark!""",,,,,,
45,summary,"16,18,20",action,,"How did ""Hark!"" know where the three princesses were located?",implicit,He heard them.,He has good hearing.,He went to the high mountain.,,,,
46,local,21,causal relationship,,Why was the giant frightened?,explicit,He knew of the fate that had befallen his brothers.,,,,,,
47,local,21,causal relationship,,Why did the giant make many fine speeches and was very friendly and smooth with the youth?,explicit,"He thought it advisable to fall back upon cunning and treachery, for he had not dared to venture on open battle.",,,,,,
48,local,22,causal relationship,,Why did the youth forget to be on his guard?,explicit,The troll knew so well how to talk.,The youth allowed himself to be beguiled by his smooth words.,,,,,
49,local,22,prediction,outcome resolution,What will happen because the youth sent his dogs away?,implicit,The troll will attack him.,The dogs will be in danger.,,,,,
50,local,24,outcome resolution,,What happened when the dogs reached the top of the mountain?,explicit,"A high wall rose around them, and they were made a prisoner by the giant's magic power.",,,,,,
51,local,25,feeling,,"How did the youth feel when all three dogs were gone, and the giant rose?",explicit,frightened,regret,,,,,
52,local,25,action,,What did the youth ask to do?,explicit,play a psalm on his flute,repeat the Lord's prayer,,,,,
53,local,27,character,,Who did the youth fall deeply in love with?,explicit,the youngest princess,,,,,,
54,local,28,character,,Who were the two wanderers?,explicit,two princes,,,,,,
55,local,29,causal relationship,,Why did the two princes seize the youth by the throat and strangle him?,implicit,They were jealous of the youth.,They wanted to win power and glory for themselves.,,,,,
56,summary,"30,31",causal relationship,,Why was the whole court full of joy and merriment?,implicit,The three princesses had returned.,It was the oldest princess's wedding day.,,,,,
