question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,action,,What did the peasant want to do?,explicit,sell a pig,,,,,,
2,local,1,character,,Who did the man say to take the pig to?,explicit,the devil,,,,,,
3,local,1,setting,,Where did the peasant keep on?,explicit,the broad highway,,,,,,
4,local,2,action,,What was the man standing outside the devil's place doing?,explicit,making wood,,,,,,
5,local,2,action,,What did the peasant gladly agree to do?,explicit,make wood in the man's stead while he was gone,,,,,,
6,local,3,causal relationship,,Why did the peasant ask the man to make wood in his stead?,explicit,It was impossible to lay down the ax unless another took it up and went on working.,,,,,,
7,local,3,action,,What did the peasant do after the man took the ax?,explicit,"went into the devil's place himself, and asked whether any one wanted to buy a pig",,,,,,
8,local,4,causal relationship,,Why did a crowd gather?,explicit,All wanted to buy the pig.,,,,,,
9,local,4,character,,Who came along and whispered something to the peasant?,explicit,a gentleman,,,,,,
10,local,5,action,,What did the peasant receive as payment for the pig?,explicit,a rooster who would lay silver coins as often as he was told to do so,,,,,,
11,local,5,feeling,,How did the peasant feel about his bargain?,explicit,content,,,,,,
12,local,5,setting,,Where did the peasant stay overnight?,explicit,a tavern,,,,,,
13,local,5,causal relationship,,What happened because the peasant boasted to the old woman about his rooster?,explicit,The old woman came and took away his rooster.,,,,,,
14,local,5,prediction,feeling,How will the peasant feel when he discovers his rooster did not lay silver coins?,implicit,angry,upset,cheated,,,,
15,local,6,action,,What could the hand-mill do?,explicit,grind as much meal as he wanted it to,grind out every kind of meal for which he asked,,,,,
16,local,6,setting,,Where did the peasant wander back to?,explicit,the devil's place,,,,,,
17,local,7,causal relationship,,Why was it impossible for the peasant to hold his tongue?,explicit,He was so pleased with the mill.,,,,,,
18,local,7,causal relationship,,Why did the old woman steal his mill?,implicit,She wanted the mill for herself.,She was jealous.,,,,,
19,local,9,action,,What was the old woman willing to give back to the peasant when being attacked by the hornets?,explicit,the rooster and the mill,,,,,,
20,local,10,outcome resolution,,"What happened to the peasant when he went home with his rooster, his mill and his hornets?",explicit,He became a rich man and lived happily until he died.,,,,,,
21,summary,"1,2,3",causal relationship,,Why did the peasant go to the devil's place?,explicit,He wanted to sell his pig.,,,,,,
22,summary,"5,6,8",action,,What did the gentleman give the peasant?,explicit,a hand-mill,a rooster,a large hornets' nest,,,,
