question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,feeling,,How did the prince feel after he had not seen his father for the past two years?,implicit,lonely,sad,,,,,
2,local,1,causal relationship,,Why was the king frightened when he thought of the sea-queen?,explicit,The king vowed he would sacrifice to the sea-queen the first male creature that came to meet him when he reached land and entered his capital.,,,,,,
3,local,2,causal relationship,,Why couldn't anyone make a successful sea-trip?,explicit,The king had not kept the promise he had made the sea-queen.,,,,,,
4,local,2,feeling,,How did the older prince feel when he was suddenly enveloped by a thick cloud?,implicit,worried,scared,,,,,
5,local,2,causal relationship,,Why was the young prince the sole heir to the crown now?,implicit,The older prince disappeared.,The older prince vanished.,,,,,
6,local,2,setting,,Where was the older prince before he disappeared?,explicit,the end of the royal gardens by the sea-shore,,,,,,
7,local,3,character,,Who foretold many mysterious happenings?,explicit,a wise woman,,,,,,
8,local,3,action,,What did the king do when people's complaints came to the king's ear?,explicit,called together his council,,,,,,
9,local,3,action,,What did the king have to do when he brought the wise woman?,explicit,"find the sea-prince a bride, young, beautiful, and belonging to one of the noblest families of the land",,,,,,
10,local,6,setting,,Where were the three of the loveliest maidens between the ages of fifteen and seventeen taken to?,explicit,the castle,,,,,,
11,local,8,action,,What did the sea-prince do when it turned twelve o'clock?,implicit,opened the door,came into the room,,,,,
12,summary,"9, 10",causal relationship,,Why did the two other girls lose their hands?,implicit,They did not listen to the instructions.,They forgot the woman's warning.,,,,,
13,local,14,action,,What did the maiden do when the sea prince told her how to get the other two girls hands back to normal?,explicit,"did as he had told her, and in three days' time removed the bandages",,,,,,
14,summary,"14, 15, 16",causal relationship,,Why did the maiden begin to love the prince?,implicit,The sea-prince helped her.,He gave her advice to save the other maidens.,,,,,
15,local,17,setting,,Where was the maiden after she followed the apple through the portal?,explicit,the garden,,,,,,
16,local,18,outcome resolution,,What happened when the portal crashed?,explicit,"The maiden was much frightened, and regretted having done what had been forbidden her; yet he could not get out, and was compelled to follow the apple once more.",,,,,,
17,local,19,character,,Who did the maiden see in the middle of the garden?,explicit,two little children,,,,,,
18,local,19,action,,What did the maiden do when she saw the two little children?,explicit,took her apron and laid it over them to protect them from the sun,,,,,,
19,local,19,feeling,,How did the maiden feel when she saw that the sea-queen was enraged and seized the girl?,implicit,scared,frightened,,,,,
20,summary,"24, 25",prediction,,What will happened when the maiden returns to the castle?,explicit,"All will be astonished at the beauty and costliness of her dress and jewels, in comparison to which those of the other princess are as nothing.",,,,,,
21,local,20,causal relationship,,Why was the sea queen very angry?,explicit,"The prince was now violently in love with the maiden, while his love for her was well-nigh extinguished.",,,,,,
22,summary,"20, 21",prediction,,What will the sea-queen do when she sees the sleeping children are covered with the apron?,explicit,resign him to her,,,,,,
23,local,26,action,,What did the sea-prince do while the blessing was spoken?,explicit,"became quiet again, and then greeted his parents and the whole court with joy, and before all embraced his wife",,,,,,
24,local,25,feeling,,How will the maiden feel when she sees her dress and jewels in the castle?,explicit,astonished,,,,,,
25,summary,"18, 19",prediction,feeling,How will the maiden feel when she sees the sea-prince with the sea-queen?,implicit,surprised,astonished,,,,,
