question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,setting,,Where did the young woman live alone?,explicit,in the woods,,,,,,
2,local,1,causal relationship,,Why was the young woman surprised every morning?,explicit,found fresh meat in the morning at her door,,,,,,
3,local,1,character,,Who did the woman see gliding away into the forest?,explicit,a handsome young man,,,,,,
4,local,1,outcome resolution,,What happened after the woman saw the man?,explicit,The man became her husband and the woman had a son by him.,,,,,,
5,local,1,action,,What did the woman tell the dog to do when the baby cried?,explicit,halloo for her,,,,,,
6,local,2,outcome resolution,,What happened after the woman came home?,explicit,She found her child gone and the dog too.,,,,,,
7,local,2,setting,,Where did the dog come from?,explicit,a distant country,,,,,,
8,local,2,character,,Who had the dog and child been taken by?,explicit,an old woman from a distant country,Mukakee Mindemoea,the Toad-Woman,,,,
9,local,2,action,,What did the old women give the mother?,explicit,shoes that she might follow on,,,,,,
10,local,2,action,,What did the mother have to do when she arrived at the next lodge?,explicit,set the toes of the moccasins they had given her pointing homeward,,,,,,
11,local,3,character,,Who gave the mother the last instructions on how to proceed?,explicit,the friendly old grandmothers,,,,,,
12,local,3,action,,What did the friendly old grandmothers tell the mother to do with a little bark dish?,explicit,fill it with the juice of the wild grape,,,,,,
13,summary,"3,4",outcome resolution,prediction,What will happen after the woman fills the dish with the wild grape's juice?,explicit,the first child will come and find the woman out,,,,,,
14,local,4,character,,Who was Spirit-Iron?,explicit,the dog,,,,,,
15,local,4,action,,What did the drink do to Spirit-Iron?,explicit,taught him to see the truth of things as they were,,,,,,
16,local,4,outcome resolution,,What happened after Spirit-Iron drank the wild grape's juice?,explicit,sought out his young master,,,,,,
17,local,5,causal relationship,,Why did the young woman throw out the meat?,explicit,She was bewitched by Mukakee Mindermoea.,The meat was so bitter and distasteful.,,,,,
18,local,5,action,,What did the young man tell the old Toad-Woman to do?,explicit,send some of the best of this meat to the stranger who has arrived lately,,,,,,
19,local,5,character,,Who was the old Toad-Woman?,explicit,a child-thief,a witch,,,,,
20,local,5,setting,,Where did the young man visit the stranger?,explicit,at her lodge of cedar-boughs,,,,,,
21,local,6,action,,How did Spirit-Iron support the young man?,explicit,took the young man's arm,kept close by the young man's side,gave the young man many words of encouragement as they went along,,,,
22,local,6,action,,How did the Toad-Woman know trouble was coming?,explicit,from something in the dog's eye,,,,,,
23,summary,"5,6",causal relationship,,Why did the young man say the cradle the Toad-Woman brought him was not his cradle?,explicit,His cradle was of wampum.,,,,,,
24,local,6,causal relationship,,"According to the Toad-Woman, why did the young man look different from the rest of the children?",explicit,"It was a very bright, clear blue sky when he was born.",,,,,,
25,local,7,action,,What did the young man have to do to get free of the Toad-Woman?,explicit,kill a fat bear,,,,,,
26,local,7,causal relationship,,Why did the Toad-Woman say that it was not very far to retrieve a fat bear?,explicit,A fat bear was the delight of the old Toad-Woman.,,,,,,
27,local,8,action,,How did the young man kill the Toad-Woman's four children?,explicit,blew a strong breath in their faces,,,,,,
28,summary,"8,9",feeling,,How did the Toad-Woman feel when she saw her children standing up by the door-posts with fat in their mouths?,explicit,astonished,angry,,,,,
29,local,9,action,,What did the dog whisper to his master?,explicit,"""Snakeberry!""",,,,,,
30,local,9,outcome resolution,,What happened after the young man called out for the snakeberry?,explicit,"berries spread like scarlet all over the path, for a long distance",,,,,,
31,local,9,causal relationship,,Why did the woman stoop down to pick and eat the berries?,explicit,She was almost as fond of these berries as she was of fat bears.,,,,,,
32,local,9,feeling,,How did the Toad-Woman feel when she was trying to go forward?,explicit,anxious,,,,,,
33,local,1,action,,How did the woman know the man brought her the meat?,implicit,She saw him even though she lived alone.,She saw him gliding away into the forest.,She watched one morning.,,,,
34,local,4,causal relationship,,Why did Spirit-Iron look cautiously to see that no one was listening?,implicit,He did not want the old woman there to hear him.,He did not want the old woman to know he found the real mother.,,,,,
35,local,4,causal relationship,,Why did Spirit-Iron tell his young master that the old woman was not his mother?,implicit,Spirit-Iron found his real mother.,Spirit-Iron drank the juice of the wild grape.,Spirit-Iron wanted to reunite his young master with his real mother.,,,,
36,local,5,causal relationship,,Why did the young man appear to doubt?,implicit,He did not know if the stranger was telling the truth.,He thought the Toad-Woman was his real mother.,He did not know who the stranger was.,,,,
37,summary,"6,7",prediction,feeling,How will the Toad-Woman feel when the young man begins to question her?,implicit,nervous,suspicious,worried,,,,
38,summary,"4,5,6,7",action,,How did the young man know the stranger was telling the truth?,implicit,The Toad-Woman showed him his real cradle.,The cradle of the Toad-Woman was made of the same wampum the stranger gave him.,Spirit-Iron told him the Toad-Woman was not his real mother.,,,,
39,local,8,causal relationship,,Why did the Toad-Woman think her children insulted the young man?,implicit,The children had fat in their mouths.,The children were hung up to mock the Toad-Woman.,The Toad-Woman did not know her children were dead yet.,,,,
40,local,9,causal relationship,,Why did Spirit-Iron tell his master about the snakeberry?,implicit,Spirit-Iron knew the Toad-Woman could not resist the berries.,Spirit-Iron knew that the snakeberry vines would grow forever.,Spirit-Iron wanted to help the young man and his mother escape.,,,,
