question_id,local-or-sum,cor_section,attribute1,attribute2,question,ex-or-im1,answer1,answer2,answer3,ex-or-im2,answer4,answer5,answer6
1,local,1,character,,Who was living with his parents?,explicit,Wassamo,,,,,,
2,local,1,setting,,Where did Wassamo and his parents live?,explicit,far out in the north-east,,,,,,
3,local,1,action,,What did Wassamo and the cousin use to shelter them through the night?,explicit,the bark of the birch,,,,,,
4,local,2,feeling,,How did Wassamo and his cousin feel when they drew up the nets?,explicit,rejoiced,,,,,,
5,local,2,action,,What did the cousin do while Wassamo cooked?,explicit,laid at his ease upon the other side of the fire,,,,,,
6,local,2,causal relationship,,Why did the cousin fall away?,explicit,ran his length,,,,,,
7,local,3,outcome resolution,,What did Wassamo do after he lifted the kettle from the fire?,explicit,spoke to his cousin,,,,,,
8,local,3,causal relationship,,Why did Wassamo take the wooden ladle and skim the kettle?,explicit,fish were very plump and fat,,,,,,
9,local,4,character,,Who were the two persons Wassamo saw at no great distance?,explicit,two beautiful young females,,,,,,
10,local,4,outcome resolution,,What happened to Wassamo after he approached the women?,explicit,suddenly fell to the earth,,,,,,
11,local,4,causal relationship,,What made the cousin wake up?,explicit,a gentle sound of music and soft voices accompanying Wassamo and the women's vanishing,,,,,,
12,local,5,action,,What did the cousin believe Wassamo was doing when he could not find him?,explicit,gone out again to visit the nets,,,,,,
13,local,5,feeling,,How did the cousin feel when he could not find Wassamo?,explicit,greatly troubled,sorrow,,,,,
14,local,6,causal relationship,,Why did the cousin not believe that Wassamo was playing a trick on him?,explicit,"It was full time that the trick should be at an end, and Wassamo returned not.",,,,,,
15,local,6,action,,What did the village say when the saw the cousin approaching at such speed and alone?,explicit,"""Some accident has happened.""",,,,,,
16,local,6,outcome resolution,,What happened to the cousin's other hopes after he found himself alone by the hunting-fire?,explicit,They all died away in the morning light.,,,,,,
17,local,7,setting,,Where did many of the men visit?,explicit,the fish-fire,,,,,,
18,local,7,outcome resolution,,What did the men do when they couldn't find Wassamo?,explicit,returned to the village,,,,,,
19,local,7,causal relationship,,Why did some of the men think that it was impossible for the cousin to kill Wassamo?,explicit,Wassamo and the cousin were like brothers.,There were no marks of blood.,No hasty steps were there to show that any conflict or struggle had occurred.,,,,
20,local,7,character,,Who looked to see Wassamo more?,explicit,the parents,,,,,,
21,local,8,causal relationship,,Why did Netawis say he was not afraid to die?,explicit,He was innocent of the great wrong they laid to his charge.,,,,,,
22,local,9,setting,,Where did Netawis wander?,explicit,along the shore of the lake,,,,,,
23,local,9,causal relationship,,What made Netawis stop himself from taking his own life?,explicit,The village would say that he was guilty if he took his own life.,,,,,,
24,local,9,outcome resolution,,What happened to Wassamo after he fell senseless before the two young women in the wood?,explicit,He lost all knowledge of himself until he wakened in a distant scene.,,,,,,
25,local,10,character,,Who spoke to Wassamo first?,explicit,the Old Spirit-man,the guardian Spirit of the Sand Mountains,,,,,
26,local,10,action,,What did the Old Spirit-man wish?,explicit,get one of Wassamo's race to marry among his people,,,,,,
27,local,10,action,prediction,What will the Old Spirit-man do if Wassamo makes up his mind to remain?,explicit,give Wassamo one of his daughters--the one who smiled on Wassamo first,,,,,,
28,local,11,character,,Who was the Old Spirit's bitter enemy?,explicit,that Spirit who rules all islands lying in the lakes,,,,,,
29,summary,"10,11",action,,What did the Old Spirit-man do as the guardian Spirit of the Sand Mountains?,explicit,"pile sand up, and blow them about, and do whatever he will with them",,,,,,
30,local,12,action,,What did the Old Spirit want from Wassamo?,explicit,tobacco,,,,,,
31,local,12,action,,How did the gifts come to the Old Spirit?,explicit,by putting his hand out of the side of the lodge,,,,,,
32,summary,"13,14",outcome resolution,,What did the Sand-Spirits do after he heard a loud rattling of thunder?,explicit,vanished out of sight,,,,,,
33,local,13,causal relationship,,Why was the cupboard never empty?,explicit,In there were all of the offerings handed in while they were asleep.,,,,,,
34,local,13,causal relationship,,What happened after the season of the Sand-Spirits' vanishing?,explicit,They laid themselves down to the long slumber.,,,,,,
